STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202412,2799192,0,1,506860.6,18.1
202412,2799192,0,2,231580.2,8.3
202412,2799192,0,4,423234.0,15.1
202412,2799192,1,1,229677.0,8.2
202412,2799192,1,2,142767.0,5.1
202412,2799192,1,4,198622.6,7.1
202412,2799192,2,1,162997.8,5.8
202412,2799192,2,2,93569.9,3.3
202412,2799192,2,4,116709.2,4.2
202412,2799192,3,1,219069.2,7.8
202412,2799192,3,2,86806.1,3.1
202412,2799192,3,4,135259.4,4.8
202412,2799192,4,1,3131.5,0.1
202412,2799192,4,2,528.1,0.0
202412,2799192,4,4,2453.8,0.1
202412,2799192,9,1,102042.3,3.6
202412,2799192,9,2,61623.2,2.2
202412,2799192,9,4,82260.1,2.9
