STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202406,11110515,마라385856,1,0,21450,4.3,9
202406,11140540,마라385856,1,0,15050,3.4,9
202406,11170530,마라385856,1,0,11780,7.9,9
202406,11500620,마라385856,1,0,8870,7.1,9
202406,11650530,마라385856,1,0,14410,4.1,9
202406,11650652,마라385856,1,0,20250,3.7,9
202406,11680531,마라385856,1,0,16310,4.0,9
202406,11680750,마라385856,1,0,11570,3.7,9
202406,26110510,마라385856,1,0,2100,185.4,9
202406,26110520,마라385856,1,0,1630,12.9,9
202406,26110530,마라385856,1,0,3580,30.7,9
202406,26110545,마라385856,1,0,4250,48.5,9
202406,26110560,마라385856,1,0,3650,53.2,9
202406,26110570,마라385856,1,0,4300,11.5,9
202406,26110580,마라385856,1,0,1870,86.0,9
202406,26110590,마라385856,1,0,3800,12.8,9
202406,26110600,마라385856,1,0,11170,23.9,9
202406,26140510,마라385856,1,0,1700,10.6,9
202406,26140520,마라385856,1,0,2810,10.8,9
202406,26140530,마라385856,1,0,1660,46.3,9
202406,26140540,마라385856,1,0,1470,56.6,9
202406,26140560,마라385856,1,0,1340,24.8,9
202406,26140570,마라385856,1,0,3350,35.1,9
202406,26140590,마라385856,1,0,2490,15.4,9
202406,26140615,마라385856,1,0,2920,19.0,9
202406,26140630,마라385856,1,0,2690,22.7,9
202406,26140640,마라385856,1,0,2730,11.8,9
202406,26140650,마라385856,1,0,1230,7.3,9
202406,26140660,마라385856,1,0,1970,10.5,9
202406,26140680,마라385856,1,0,3370,51.6,9
202406,26170510,마라385856,1,0,3690,11.6,9
202406,26170520,마라385856,1,0,1940,21.9,9
202406,26170530,마라385856,1,0,3510,52.8,9
202406,26170550,마라385856,1,0,4850,15.7,9
202406,26170570,마라385856,1,0,1280,90.1,9
202406,26170590,마라385856,1,0,1530,10.6,9
202406,26170645,마라385856,1,0,8380,25.2,9
202406,26170650,마라385856,1,0,950,44.8,9
202406,26170660,마라385856,1,0,1720,90.2,9
202406,26170680,마라385856,1,0,1860,31.9,9
202406,26200530,마라385856,1,0,2770,18.7,9
202406,26200550,마라385856,1,0,3650,26.3,9
202406,26200590,마라385856,1,0,3210,14.5,9
202406,26200605,마라385856,1,0,4580,8.0,9
202406,26200630,마라385856,1,0,4310,37.2,9
202406,26200640,마라385856,1,0,2530,32.2,9
202406,26200650,마라385856,1,0,2480,80.4,9
202406,26200660,마라385856,1,0,3900,44.1,9
