STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202406,감전동 행정복지센터,30,37574.5,9312.3
202406,감전시장,30,79606.8,23534.5
202406,감전천,30,156371.0,12619.7
202406,괘법동 행정복지세터,30,49649.7,16771.5
202406,르네시떼,30,199078.7,34256.2
202406,사상 보건소,30,43588.9,7922.0
202406,사상근린공원,30,30356.9,7031.0
202406,사상인디스테이션,30,372646.4,94626.8
202406,사상평생학습관,30,29411.9,10063.3
202406,삼락생태공원낙동제방인샘꽃길,30,903.9,246.1
202406,삼성테스코홈플러스서부산점,30,199078.7,34256.2
202406,새벽시장,30,161273.6,31027.0
202406,애플 아울렛 서부시외버스터미널,30,1409442.0,373374.5
202406,이마트 사상점,30,199078.7,34256.2
202406,창날공원,30,25320.0,9069.9
