STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202406,2564675.7,0,1,256269.8,10.0
202406,2564675.7,0,2,270221.9,10.5
202406,2564675.7,0,4,575032.0,22.4
202406,2564675.7,1,1,102436.0,4.0
202406,2564675.7,1,2,121776.6,4.7
202406,2564675.7,1,4,216004.0,8.4
202406,2564675.7,2,1,99994.8,3.9
202406,2564675.7,2,2,108781.7,4.2
202406,2564675.7,2,4,216677.7,8.4
202406,2564675.7,3,1,157980.1,6.2
202406,2564675.7,3,2,55408.6,2.2
202406,2564675.7,3,4,179936.8,7.0
202406,2564675.7,4,1,2772.9,0.1
202406,2564675.7,4,2,724.8,0.0
202406,2564675.7,4,4,7477.5,0.3
202406,2564675.7,9,1,52691.2,2.1
202406,2564675.7,9,2,51490.0,2.0
202406,2564675.7,9,4,88999.3,3.5
