STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202406,개금3동 주민센터,30,88202.6,21002.5
202406,개금종합사회복지관,30,24241.6,9475.2
202406,개금테마공원,30,240275.5,85301.8
202406,개성고등학교,30,68182.4,35939.4
202406,당감4동 주민센터,30,12639.6,8942.8
202406,당감골목시장,30,56758.3,20437.8
202406,당감사회복지관,30,118017.8,41635.5
202406,당감행복마루센터,30,78864.9,29464.1
202406,백양가족공원,30,52299.4,19327.6
202406,부산진구 동네 청년아루,30,78745.5,29440.4
202406,부산진구 생활문화센터,30,236702.1,95511.7
202406,부산진구 어린이청소년 도서관,30,39830.3,13950.9
202406,부산진구여성가족문화센터,30,73943.3,20268.6
202406,새당감시장,30,117322.4,40926.4
202406,한국신발관,30,146651.5,29066.4
