STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202406,26230640,마라341838,2,0,2520,24.5,17
202406,26530591,마라341838,2,0,1750,54.5,17
202406,48310390,마라341838,2,0,3140,3.5,17
202406,마라402865,마라341838,2,0,2390,3.5,17
202406,26230640,마라341838,2,1,14690,3.5,17
202406,26530591,마라341838,2,1,1470,15.6,17
202406,26230640,마라341838,2,9,3850,21.0,17
202406,마라402865,마라341838,2,9,2940,14.0,17
202406,26170650,마라341838,4,0,5720,4.2,17
202406,26200530,마라341838,4,0,1590,3.4,17
202406,26350570,마라341838,4,0,5460,9.1,17
202406,26530670,마라341838,4,0,70,3.2,17
202406,26530680,마라341838,4,0,400,3.5,17
202406,마라350852,마라341838,4,0,470,3.0,17
202406,26230510,마라341838,4,1,2690,3.5,17
202406,11110615,마라342836,1,0,16360,3.0,17
202406,11170530,마라342836,1,0,12880,3.9,17
202406,11170630,마라342836,1,0,13970,2.1,17
202406,11215870,마라342836,1,0,21000,2.6,17
202406,11500603,마라342836,1,0,20710,5.8,17
202406,11560540,마라342836,1,0,23650,3.1,17
202406,11560720,마라342836,1,0,16340,3.2,17
202406,11650610,마라342836,1,0,19600,2.6,17
202406,11680750,마라342836,1,0,11280,8.3,17
202406,26110510,마라342836,1,0,2270,141.6,17
202406,26110520,마라342836,1,0,1320,13.9,17
202406,26110530,마라342836,1,0,3190,51.6,17
202406,26110545,마라342836,1,0,1450,9.4,17
202406,26110560,마라342836,1,0,2770,46.4,17
202406,26110570,마라342836,1,0,4360,30.5,17
202406,26110580,마라342836,1,0,2630,153.2,17
202406,26110590,마라342836,1,0,1300,16.0,17
202406,26110600,마라342836,1,0,2510,10.0,17
202406,26140510,마라342836,1,0,2740,12.6,17
202406,26140520,마라342836,1,0,1170,9.8,17
202406,26140530,마라342836,1,0,1560,90.6,17
202406,26140540,마라342836,1,0,2100,61.7,17
202406,26140560,마라342836,1,0,1330,3.5,17
202406,26140570,마라342836,1,0,1610,46.5,17
202406,26140590,마라342836,1,0,2090,16.2,17
202406,26140615,마라342836,1,0,1200,14.3,17
202406,26140630,마라342836,1,0,3150,3.7,17
202406,26140640,마라342836,1,0,1710,24.9,17
202406,26140650,마라342836,1,0,1480,3.9,17
202406,26140660,마라342836,1,0,3370,10.8,17
202406,26140680,마라342836,1,0,2210,62.8,17
202406,26170510,마라342836,1,0,1630,5.9,17
202406,26170520,마라342836,1,0,1980,73.9,17
202406,26170530,마라342836,1,0,2750,68.3,17
202406,26170550,마라342836,1,0,2250,15.0,17
202406,26170560,마라342836,1,0,1760,31.9,17
202406,26170570,마라342836,1,0,2290,24.0,17
202406,26170590,마라342836,1,0,8050,12.2,17
202406,26170600,마라342836,1,0,1810,7.0,17
202406,26170645,마라342836,1,0,2450,2.8,17
202406,26170650,마라342836,1,0,2970,67.8,17
202406,26170660,마라342836,1,0,2280,20.5,17
202406,26170680,마라342836,1,0,5370,21.5,17
202406,26200530,마라342836,1,0,2180,117.1,17
202406,26200540,마라342836,1,0,1550,6.7,17
202406,26200550,마라342836,1,0,4280,7.2,17
202406,26200585,마라342836,1,0,3560,21.8,17
202406,26200590,마라342836,1,0,2430,45.9,17
202406,26200605,마라342836,1,0,250,2.8,17
202406,26200630,마라342836,1,0,4310,8.9,17
