STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202411,개금3동 주민센터,30,90333.0,21173.8
202411,개금종합사회복지관,30,24396.4,10875.6
202411,개금테마공원,30,327243.6,119314.7
202411,개성고등학교,30,61164.8,33369.0
202411,당감4동 주민센터,30,5486.2,5111.3
202411,당감골목시장,30,55835.5,20783.7
202411,당감사회복지관,30,112807.2,40655.4
202411,당감행복마루센터,30,76142.5,28460.7
202411,백양가족공원,30,59487.7,21612.3
202411,부산진구 동네 청년아루,30,75919.8,28364.8
202411,부산진구 생활문화센터,30,242045.8,96357.5
202411,부산진구 어린이청소년 도서관,30,38823.5,13342.0
202411,부산진구여성가족문화센터,30,75970.5,21277.0
202411,새당감시장,30,112810.4,40225.8
202411,한국신발관,30,133439.0,26629.3
