STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202411,감전동 행정복지센터,1,4017.4,1012.0
202411,감전동 행정복지센터,2,1934.6,528.1
202411,감전동 행정복지센터,3,1428.5,369.4
202411,감전동 행정복지센터,4,1317.4,443.8
202411,감전동 행정복지센터,5,1140.7,407.0
202411,감전동 행정복지센터,6,1221.1,494.7
202411,감전동 행정복지센터,7,1035.8,316.7
202411,감전동 행정복지센터,8,1020.9,355.3
202411,감전동 행정복지센터,9,944.4,195.2
202411,감전동 행정복지센터,10,944.4,352.4
202411,감전시장,1,17231.3,3840.0
202411,감전시장,2,5600.3,1758.6
202411,감전시장,3,3216.6,845.8
202411,감전시장,4,2582.6,785.6
202411,감전시장,5,2193.1,673.1
202411,감전시장,6,1621.0,600.6
202411,감전시장,7,1878.5,620.9
202411,감전시장,8,1477.6,489.5
202411,감전시장,9,1391.1,619.5
202411,감전시장,10,1510.2,531.7
202411,감전천,2,33.0,0.0
202411,감전천,3,11095.0,743.5
202411,감전천,4,617.2,68.6
202411,감전천,6,5328.8,418.6
202411,감전천,7,26.0,0.0
202411,감전천,8,270.0,17.6
202411,감전천,9,4206.2,290.2
202411,감전천,10,102.0,11.2
202411,괘법동 행정복지세터,1,13992.5,3073.8
202411,괘법동 행정복지세터,2,2595.1,858.7
202411,괘법동 행정복지세터,3,1558.6,564.5
202411,괘법동 행정복지세터,4,1196.1,446.5
202411,괘법동 행정복지세터,5,803.1,302.6
202411,괘법동 행정복지세터,6,886.0,300.2
202411,괘법동 행정복지세터,7,796.6,428.4
202411,괘법동 행정복지세터,8,1048.8,473.1
202411,괘법동 행정복지세터,9,896.2,367.1
202411,괘법동 행정복지세터,10,597.3,260.7
202411,르네시떼,1,87858.9,11313.9
202411,르네시떼,2,31141.9,5462.4
202411,르네시떼,3,14390.5,2918.8
202411,르네시떼,4,7791.2,1733.8
202411,르네시떼,5,4986.5,1338.1
202411,르네시떼,6,3191.5,831.5
202411,르네시떼,7,2338.9,737.1
202411,르네시떼,8,1906.7,603.9
202411,르네시떼,9,1807.6,625.2
202411,르네시떼,10,1552.7,359.7
202411,사상 보건소,1,9477.9,1347.8
202411,사상 보건소,2,6827.4,1435.8
202411,사상 보건소,3,1215.9,273.2
202411,사상 보건소,4,2480.0,554.4
202411,사상 보건소,5,711.6,96.1
202411,사상 보건소,6,2074.6,570.1
202411,사상 보건소,7,686.2,151.2
202411,사상 보건소,8,1194.8,506.3
202411,사상 보건소,9,426.9,70.3
202411,사상 보건소,10,1206.3,356.2
202411,사상근린공원,1,7877.7,1187.2
202411,사상근린공원,2,2073.4,428.1
202411,사상근린공원,3,1289.3,364.0
202411,사상근린공원,4,933.1,352.8
202411,사상근린공원,5,696.9,253.9
202411,사상근린공원,6,577.7,135.6
202411,사상근린공원,7,943.9,289.6
202411,사상근린공원,8,728.6,293.7
202411,사상근린공원,9,732.4,168.3
202411,사상근린공원,10,900.4,325.9
202411,사상인디스테이션,1,109977.8,20299.9
202411,사상인디스테이션,2,43104.7,13356.0
202411,사상인디스테이션,3,23163.6,7666.2
202411,사상인디스테이션,4,16159.2,5359.2
202411,사상인디스테이션,5,12787.2,4420.0
202411,사상인디스테이션,6,10939.0,3704.8
202411,사상인디스테이션,7,8556.4,3205.7
202411,사상인디스테이션,8,7912.4,2975.3
202411,사상인디스테이션,9,7910.3,2779.5
202411,사상인디스테이션,10,7740.3,2501.4
202411,사상평생학습관,1,4961.0,1367.5
202411,사상평생학습관,2,1932.9,557.6
202411,사상평생학습관,3,1275.1,432.0
202411,사상평생학습관,4,1015.4,383.3
202411,사상평생학습관,5,759.1,258.9
202411,사상평생학습관,6,931.5,222.4
202411,사상평생학습관,7,673.1,220.1
202411,사상평생학습관,8,858.1,348.5
202411,사상평생학습관,9,668.5,337.3
202411,사상평생학습관,10,695.6,282.7
202411,삼락생태공원낙동제방인샘꽃길,2,487.3,151.8
