STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202411,2641930.5,0,1,247897.6,9.4
202411,2641930.5,0,2,289378.3,11.0
202411,2641930.5,0,4,572228.6,21.7
202411,2641930.5,1,1,103859.4,3.9
202411,2641930.5,1,2,127728.1,4.8
202411,2641930.5,1,4,222046.8,8.4
202411,2641930.5,2,1,102253.4,3.9
202411,2641930.5,2,2,124497.6,4.7
202411,2641930.5,2,4,228089.2,8.6
202411,2641930.5,3,1,162336.9,6.1
202411,2641930.5,3,2,57622.6,2.2
202411,2641930.5,3,4,194161.0,7.3
202411,2641930.5,4,1,2958.3,0.1
202411,2641930.5,4,2,954.2,0.0
202411,2641930.5,4,4,7545.6,0.3
202411,2641930.5,9,1,51500.7,1.9
202411,2641930.5,9,2,57047.2,2.2
202411,2641930.5,9,4,89825.0,3.4
