STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202411,감전동 행정복지센터,30,34862.2,8757.4
202411,감전시장,30,81207.6,23326.2
202411,감전천,30,149647.2,12346.2
202411,괘법동 행정복지세터,30,44873.1,15301.0
202411,르네시떼,30,198042.3,34918.0
202411,사상 보건소,30,49736.7,8678.1
202411,사상근린공원,30,31275.6,7225.1
202411,사상인디스테이션,30,383187.4,110059.1
202411,사상평생학습관,30,30767.4,9358.7
202411,삼락생태공원낙동제방인샘꽃길,30,867.7,196.0
202411,삼성테스코홈플러스서부산점,30,198042.3,34918.0
202411,새벽시장,30,156238.8,30347.2
202411,애플 아울렛 서부시외버스터미널,30,1614719.2,467586.8
202411,이마트 사상점,30,198042.3,34918.0
202411,창날공원,30,24729.4,9307.0
