STD_YM,ori_id,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202411,마라337842,1,0,0.0,0.0,8.3,7.03,0.0,10.17,18.5,62.58,43.59,41.11,70.22,17.23,39.34,37.58,53.1,189.07,94.78,44.73,13.75,46.56,49.03,20.7,13.29,24.5
202411,마라339835,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,2.91,0.0,0.0,0.0,0.0,0.0,0.0
202411,마라339838,1,0,25.87,102.81,80.23,91.52,66.19,123.07,174.99,222.66,107.71,142.65,196.47,131.44,235.85,209.81,267.73,393.95,470.35,594.84,601.46,393.68,390.66,334.46,276.44,94.13
202411,마라340842,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.38,0.0,3.38,0.0,0.0,3.38,0.0,0.0,6.76,0.0,0.0,0.0,7.0
202411,마라340846,1,0,32.65,36.7,30.0,21.47,33.21,141.87,101.94,245.78,86.84,70.13,108.94,75.25,79.58,98.65,149.6,175.06,176.77,151.88,168.48,135.84,135.54,81.72,37.64,11.95
202411,마라341844,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,4.04,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202411,마라341846,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,0.0,3.43,6.86,3.43,3.43,10.29,3.43,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.0,0.0
202411,마라341850,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,7.22,0.0,0.0,0.0,3.12,3.18,0.0,0.0,0.0,0.0,0.0
202411,마라342836,1,0,41.48,180.48,156.15,164.13,139.43,222.7,163.71,177.57,194.72,289.59,503.23,752.23,1024.91,1052.97,1263.16,1658.55,2225.63,3043.06,3242.17,2146.48,1824.16,1617.63,1126.8,342.68
202411,마라342856,1,0,6.43,38.36,58.32,25.94,49.44,23.31,60.32,38.29,68.12,78.37,83.81,194.06,232.29,200.84,223.19,314.66,516.79,580.02,745.59,697.31,434.85,276.4,294.14,92.25
202411,마라343849,1,0,20.27,46.09,19.39,34.56,72.64,106.8,65.82,199.14,71.74,84.21,93.83,86.72,74.94,93.83,112.92,108.13,168.41,133.16,173.79,247.89,230.33,243.62,117.13,25.11
202411,마라344867,1,0,9.2,20.56,30.66,23.77,36.83,16.66,30.93,23.57,14.05,20.01,36.07,52.0,52.79,38.23,79.85,126.21,148.46,191.91,236.76,257.92,263.73,194.18,179.19,63.14
