STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202407,2765457.4,0,1,270590.2,9.8
202407,2765457.4,0,2,321200.2,11.6
202407,2765457.4,0,4,568377.8,20.6
202407,2765457.4,1,1,112179.5,4.1
202407,2765457.4,1,2,145843.3,5.3
202407,2765457.4,1,4,219372.6,7.9
202407,2765457.4,2,1,110929.0,4.0
202407,2765457.4,2,2,128525.7,4.6
202407,2765457.4,2,4,222199.8,8.0
202407,2765457.4,3,1,185508.0,6.7
202407,2765457.4,3,2,72160.1,2.6
202407,2765457.4,3,4,195375.4,7.1
202407,2765457.4,4,1,2654.7,0.1
202407,2765457.4,4,2,1028.5,0.0
202407,2765457.4,4,4,7271.9,0.3
202407,2765457.4,9,1,56362.9,2.0
202407,2765457.4,9,2,61188.9,2.2
202407,2765457.4,9,4,84688.9,3.1
