STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202407,동매누리 작은도서관,1,3827.5,1327.0
202407,동매누리 작은도서관,2,1844.0,871.1
202407,동매누리 작은도서관,3,1416.9,561.9
202407,동매누리 작은도서관,4,1356.8,732.4
202407,동매누리 작은도서관,5,1364.3,646.7
202407,동매누리 작은도서관,6,1366.6,674.2
202407,동매누리 작은도서관,7,1347.7,703.2
202407,동매누리 작은도서관,8,1401.7,651.7
202407,동매누리 작은도서관,9,1233.9,519.8
202407,동매누리 작은도서관,10,1230.6,614.7
202407,동매누리행복센터,1,10172.1,3237.2
202407,동매누리행복센터,2,4824.3,2168.9
202407,동매누리행복센터,3,3643.5,1591.1
202407,동매누리행복센터,4,3254.2,1412.2
202407,동매누리행복센터,5,2795.6,1414.1
202407,동매누리행복센터,6,2764.1,1410.0
202407,동매누리행복센터,7,2181.0,1102.5
202407,동매누리행복센터,8,2432.6,1295.9
202407,동매누리행복센터,9,2328.9,1111.8
202407,동매누리행복센터,10,2453.2,1171.7
202407,동매산둘레길,1,5064.2,1654.4
202407,동매산둘레길,2,2736.2,1251.5
202407,동매산둘레길,3,2290.1,1041.7
202407,동매산둘레길,4,1812.4,963.6
202407,동매산둘레길,5,2346.5,1189.2
202407,동매산둘레길,6,1928.5,981.1
202407,동매산둘레길,7,2213.1,1393.8
202407,동매산둘레길,8,2507.1,1213.3
202407,동매산둘레길,9,2295.9,1238.3
202407,동매산둘레길,10,1233.1,615.0
202407,무지개작은도서관,1,14923.8,4437.0
202407,무지개작은도서관,2,5047.8,2014.2
202407,무지개작은도서관,3,2487.3,1038.2
202407,무지개작은도서관,4,2263.9,1032.5
202407,무지개작은도서관,5,1402.9,737.7
202407,무지개작은도서관,6,1691.9,1033.5
202407,무지개작은도서관,7,1381.7,600.1
202407,무지개작은도서관,8,1307.5,719.9
202407,무지개작은도서관,9,1108.8,520.1
202407,무지개작은도서관,10,1064.9,551.0
202407,보림공원,1,14923.8,4437.0
202407,보림공원,2,5047.8,2014.2
202407,보림공원,3,2487.3,1038.2
202407,보림공원,4,2263.9,1032.5
202407,보림공원,5,1402.9,737.7
202407,보림공원,6,1691.9,1033.5
202407,보림공원,7,1381.7,600.1
202407,보림공원,8,1307.5,719.9
202407,보림공원,9,1108.8,520.1
202407,보림공원,10,1064.9,551.0
202407,사하구청 제2청사,1,6798.2,1724.3
202407,사하구청 제2청사,2,2998.5,1013.7
202407,사하구청 제2청사,3,2488.2,853.5
202407,사하구청 제2청사,4,2474.1,981.6
202407,사하구청 제2청사,5,2272.5,904.8
202407,사하구청 제2청사,6,1665.8,482.1
202407,사하구청 제2청사,7,1970.3,749.8
202407,사하구청 제2청사,8,1906.9,565.7
202407,사하구청 제2청사,9,1412.5,519.4
202407,사하구청 제2청사,10,1872.0,513.8
202407,수풀작은도서관,1,14385.9,3824.5
202407,수풀작은도서관,2,7009.6,2512.9
202407,수풀작은도서관,3,4932.9,1984.2
202407,수풀작은도서관,4,4039.8,1615.9
202407,수풀작은도서관,5,3569.7,1560.8
202407,수풀작은도서관,6,2878.0,1376.2
202407,수풀작은도서관,7,3556.0,1878.3
202407,수풀작은도서관,8,3202.7,1613.3
202407,수풀작은도서관,9,3255.6,1422.3
202407,수풀작은도서관,10,3609.0,1736.8
202407,신남초등학교,1,5839.6,1638.4
202407,신남초등학교,2,2733.8,1029.9
202407,신남초등학교,3,1713.2,745.1
202407,신남초등학교,4,1217.6,639.1
202407,신남초등학교,5,912.7,567.8
202407,신남초등학교,6,1322.6,892.9
202407,신남초등학교,7,976.1,445.0
202407,신남초등학교,8,1485.7,710.4
202407,신남초등학교,9,1116.6,704.9
202407,신남초등학교,10,1095.1,518.9
202407,신평골목시장,1,4200.3,1454.3
202407,신평골목시장,2,2071.2,936.5
202407,신평골목시장,3,1629.2,706.3
202407,신평골목시장,4,1600.6,848.2
202407,신평골목시장,5,1477.2,659.6
202407,신평골목시장,6,1466.3,711.4
202407,신평골목시장,7,1529.8,800.7
202407,신평골목시장,8,1523.1,719.5
202407,신평골목시장,9,1532.9,694.7
202407,신평골목시장,10,1327.0,647.5
202407,장림 롯데마트,1,5755.2,1450.0
202407,장림 롯데마트,2,2184.3,609.1
202407,장림 롯데마트,3,1080.1,349.0
202407,장림 롯데마트,4,848.7,256.2
202407,장림 롯데마트,5,736.3,220.3
202407,장림 롯데마트,6,592.3,257.8
202407,장림 롯데마트,7,500.9,203.5
202407,장림 롯데마트,8,533.1,128.7
202407,장림 롯데마트,9,615.5,155.8
202407,장림 롯데마트,10,290.0,85.0
202407,장림1동행정복지센터,1,14923.8,4437.0
202407,장림1동행정복지센터,2,5047.8,2014.2
202407,장림1동행정복지센터,3,2487.3,1038.2
202407,장림1동행정복지센터,4,2263.9,1032.5
202407,장림1동행정복지센터,5,1402.9,737.7
202407,장림1동행정복지센터,6,1691.9,1033.5
202407,장림1동행정복지센터,7,1381.7,600.1
202407,장림1동행정복지센터,8,1307.5,719.9
202407,장림1동행정복지센터,9,1108.8,520.1
202407,장림1동행정복지센터,10,1064.9,551.0
202407,장림2동 행정복지센터,1,4049.6,1410.7
202407,장림2동 행정복지센터,2,1403.2,589.5
202407,장림2동 행정복지센터,3,986.2,460.9
202407,장림2동 행정복지센터,4,957.5,411.8
202407,장림2동 행정복지센터,5,847.7,547.7
202407,장림2동 행정복지센터,6,809.9,358.7
202407,장림2동 행정복지센터,7,1088.4,515.0
202407,장림2동 행정복지센터,8,812.5,412.8
202407,장림2동 행정복지센터,9,565.8,295.8
202407,장림2동 행정복지센터,10,423.5,292.3
202407,장림공원,1,20688.4,5440.1
202407,장림공원,2,8655.7,3076.3
202407,장림공원,3,4414.7,1524.9
202407,장림공원,4,3270.9,1211.7
202407,장림공원,5,2988.7,1286.4
202407,장림공원,6,2211.5,1057.4
202407,장림공원,7,2363.0,887.9
202407,장림공원,8,2004.5,875.6
202407,장림공원,9,2016.9,811.2
202407,장림공원,10,1855.9,800.4
202407,장림생태공원,2,15012.7,2792.6
202407,장림생태공원,4,5289.2,1234.5
202407,장림생태공원,6,2828.1,728.2
202407,장림생태공원,8,2138.1,627.7
202407,장림생태공원,10,2429.8,714.8
202407,하하센터,1,26064.2,5167.1
202407,하하센터,2,9330.0,2702.7
202407,하하센터,3,5665.2,1781.0
202407,하하센터,4,4588.6,1704.0
202407,하하센터,5,3628.9,1348.6
202407,하하센터,6,3287.9,903.2
202407,하하센터,7,3210.2,1239.1
202407,하하센터,8,2951.5,809.3
202407,하하센터,9,2686.8,893.7
202407,하하센터,10,2611.3,880.9
202407,효림초등학교,1,1069.3,710.3
202407,효림초등학교,2,843.7,675.9
202407,효림초등학교,3,734.1,655.2
202407,효림초등학교,4,541.6,481.1
202407,효림초등학교,5,668.3,631.4
202407,효림초등학교,6,498.2,471.6
202407,효림초등학교,7,565.1,524.1
202407,효림초등학교,8,675.2,593.0
202407,효림초등학교,9,440.6,405.2
202407,효림초등학교,10,331.1,294.5
