STD_YM,fac_name,modal,visit_cnt,life_visit_cnt
202407,동매누리 작은도서관,0,14139.0,2864.8
202407,동매누리 작은도서관,1,11513.9,3556.5
202407,동매누리 작은도서관,2,7410.3,1214.6
202407,동매누리 작은도서관,3,12659.7,10993.4
202407,동매누리 작은도서관,4,129.0,16.9
202407,동매누리 작은도서관,9,3863.5,1497.1
202407,동매누리행복센터,0,27769.7,5925.6
202407,동매누리행복센터,1,21550.0,6717.2
202407,동매누리행복센터,2,14546.0,2543.0
202407,동매누리행복센터,3,23642.6,20890.9
202407,동매누리행복센터,4,204.2,47.3
202407,동매누리행복센터,9,7478.7,3095.6
202407,동매산둘레길,0,27484.9,6342.2
202407,동매산둘레길,1,15661.2,6328.0
202407,동매산둘레길,2,8559.1,2105.3
202407,동매산둘레길,3,16240.5,12617.0
202407,동매산둘레길,4,141.3,25.1
202407,동매산둘레길,9,7030.4,3255.6
202407,무지개작은도서관,0,24170.0,5266.0
202407,무지개작은도서관,1,16405.6,6584.5
202407,무지개작은도서관,2,3969.3,944.6
202407,무지개작은도서관,3,6952.2,6311.7
202407,무지개작은도서관,4,122.2,12.7
202407,무지개작은도서관,9,3183.0,1723.9
202407,보림공원,0,24170.0,5266.0
202407,보림공원,1,16405.6,6584.5
202407,보림공원,2,3969.3,944.6
202407,보림공원,3,6952.2,6311.7
202407,보림공원,4,122.2,12.7
202407,보림공원,9,3183.0,1723.9
202407,사하구청 제2청사,0,28911.9,6303.6
202407,사하구청 제2청사,1,8225.4,2345.0
202407,사하구청 제2청사,2,15114.3,2639.8
202407,사하구청 제2청사,3,9126.5,5915.5
202407,사하구청 제2청사,4,114.8,26.6
202407,사하구청 제2청사,9,6659.5,2606.1
202407,수풀작은도서관,0,43362.0,9158.9
202407,수풀작은도서관,1,34147.7,11614.0
202407,수풀작은도서관,2,18994.2,4785.7
202407,수풀작은도서관,3,27985.6,25020.4
202407,수풀작은도서관,4,266.1,39.7
202407,수풀작은도서관,9,9016.7,3833.7
202407,신남초등학교,0,19294.5,5045.3
202407,신남초등학교,1,7756.9,2265.4
202407,신남초등학교,2,6097.6,1450.6
202407,신남초등학교,3,9706.4,7571.5
202407,신남초등학교,4,95.8,11.9
202407,신남초등학교,9,5060.9,2367.1
202407,신평골목시장,0,15978.6,3312.8
202407,신평골목시장,1,12306.4,3844.7
202407,신평골목시장,2,8438.0,1351.9
202407,신평골목시장,3,14747.0,12940.8
202407,신평골목시장,4,157.0,20.4
202407,신평골목시장,9,4430.1,1770.7
202407,장림 롯데마트,0,9365.7,1864.5
202407,장림 롯데마트,1,3138.3,868.2
202407,장림 롯데마트,2,2589.1,639.0
202407,장림 롯데마트,3,1606.5,1293.5
202407,장림 롯데마트,4,36.6,6.7
202407,장림 롯데마트,9,1632.0,661.6
202407,장림1동행정복지센터,0,24170.0,5266.0
202407,장림1동행정복지센터,1,16405.6,6584.5
202407,장림1동행정복지센터,2,3969.3,944.6
202407,장림1동행정복지센터,3,6952.2,6311.7
202407,장림1동행정복지센터,4,122.2,12.7
202407,장림1동행정복지센터,9,3183.0,1723.9
202407,장림2동 행정복지센터,0,11968.0,2933.4
202407,장림2동 행정복지센터,1,6332.5,2441.3
202407,장림2동 행정복지센터,2,3065.1,616.1
202407,장림2동 행정복지센터,3,6984.2,6216.1
202407,장림2동 행정복지센터,4,37.1,12.2
202407,장림2동 행정복지센터,9,3111.6,1590.4
202407,장림공원,0,44295.4,8948.3
202407,장림공원,1,29893.5,10157.4
202407,장림공원,2,7092.2,1274.7
202407,장림공원,3,15513.1,14095.0
202407,장림공원,4,176.6,14.6
202407,장림공원,9,6966.5,3047.7
202407,장림생태공원,0,49186.2,7398.5
202407,장림생태공원,1,17348.1,5681.6
202407,장림생태공원,2,5172.0,714.4
202407,장림생태공원,3,4034.8,3214.3
202407,장림생태공원,4,206.7,24.9
202407,장림생태공원,9,5390.1,2196.5
202407,하하센터,0,64053.3,12442.2
202407,하하센터,1,19510.7,5112.6
202407,하하센터,2,27429.1,4761.3
202407,하하센터,3,18481.4,12310.4
202407,하하센터,4,332.7,35.3
202407,하하센터,9,13032.8,4830.4
202407,효림초등학교,0,1564.0,1079.5
202407,효림초등학교,1,2330.0,2100.8
202407,효림초등학교,2,1212.8,965.5
202407,효림초등학교,3,2313.0,2201.4
202407,효림초등학교,4,20.3,17.1
202407,효림초등학교,9,716.4,635.2
