STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202407,2956897.7,0,1,537666.8,18.2
202407,2956897.7,0,2,274034.5,9.3
202407,2956897.7,0,4,434096.1,14.7
202407,2956897.7,1,1,248960.3,8.4
202407,2956897.7,1,2,169208.0,5.7
202407,2956897.7,1,4,202172.9,6.8
202407,2956897.7,2,1,170110.4,5.8
202407,2956897.7,2,2,111337.9,3.8
202407,2956897.7,2,4,117208.9,4.0
202407,2956897.7,3,1,227904.3,7.7
202407,2956897.7,3,2,92173.5,3.1
202407,2956897.7,3,4,132219.1,4.5
202407,2956897.7,4,1,3187.4,0.1
202407,2956897.7,4,2,634.1,0.0
202407,2956897.7,4,4,2640.2,0.1
202407,2956897.7,9,1,97803.0,3.3
202407,2956897.7,9,2,64926.5,2.2
202407,2956897.7,9,4,70613.8,2.4
