STD_YM,gID,dup_fac_cnt,fac_name_1,fac_func_1,fac_name_2,fac_func_2,fac_name_3,fac_func_3,fac_name_4,fac_func_4,fac_name_5,fac_func_5,fac_name_6,fac_func_6,fac_name_7,fac_func_7,fac_name_8,fac_func_8,fac_name_9,fac_func_9,fac_name_10,fac_func_10,fac_name_11,fac_func_11,fac_name_12,fac_func_12,fac_name_13,fac_func_13,fac_name_14,fac_func_14,fac_name_15,fac_func_15,fac_name_16,fac_func_16,fac_name_17,fac_func_17,dup_fac_pop
202407,마라335840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라335841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336838,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336842,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336845,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라336846,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337829,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337830,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337831,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337832,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337833,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337834,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337836,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337837,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337838,2,애플 아울렛 서부시외버스터미널,상업,사상인디스테이션,여가,창날공원,여가,새벽시장,상업,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6
202407,마라337839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337840,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337841,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
202407,마라337842,5,사하구청 제2청사,주거의료교육,사상인디스테이션,여가,장림생태공원,여가,르네시떼,상업,신남초등학교,여가,당감골목시장,상업,새당감시장,상업,한국신발관,여가,사상 보건소,주거의료,장림2동 행정복지센터,주거여가,괘법동 행정복지센터,주거의료교육,애플 아울렛 서부시외버스터미널,상업,수풀작은도서관,교육,동매누리행복센터,주거의료,장림공원,여가,보림공원,여가,부산진구 생활문화센터,교육여가,1732.4
202407,마라337843,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
