STD_YM,O_gID,D_gID,purpose,modal,travel_time(sec),POP,no
202510,11170530,마라385856,1,0,13410,7.0,9
202510,11290600,마라385856,1,0,19440,3.5,9
202510,11500620,마라385856,1,0,6970,14.0,9
202510,11650581,마라385856,1,0,19400,3.5,9
202510,11650651,마라385856,1,0,26080,3.5,9
202510,11680750,마라385856,1,0,11640,3.5,9
202510,26110510,마라385856,1,0,2110,161.0,9
202510,26110520,마라385856,1,0,9860,7.0,9
202510,26110530,마라385856,1,0,3100,24.5,9
202510,26110545,마라385856,1,0,5000,7.0,9
202510,26110560,마라385856,1,0,3570,52.5,9
202510,26110570,마라385856,1,0,2420,14.0,9
202510,26110580,마라385856,1,0,3050,56.0,9
202510,26110590,마라385856,1,0,940,10.5,9
202510,26110600,마라385856,1,0,2190,17.5,9
202510,26140510,마라385856,1,0,1720,10.5,9
202510,26140530,마라385856,1,0,2940,77.0,9
202510,26140540,마라385856,1,0,3110,24.5,9
202510,26140560,마라385856,1,0,4040,7.0,9
202510,26140570,마라385856,1,0,2510,14.0,9
202510,26140590,마라385856,1,0,5470,28.0,9
202510,26140615,마라385856,1,0,1550,21.0,9
202510,26140630,마라385856,1,0,2000,7.0,9
202510,26140650,마라385856,1,0,820,7.0,9
202510,26140660,마라385856,1,0,3130,17.5,9
202510,26140680,마라385856,1,0,3460,59.5,9
202510,26170510,마라385856,1,0,1560,52.5,9
202510,26170520,마라385856,1,0,2310,52.5,9
202510,26170530,마라385856,1,0,1940,80.5,9
202510,26170560,마라385856,1,0,1280,7.0,9
202510,26170570,마라385856,1,0,1720,70.0,9
202510,26170590,마라385856,1,0,2220,7.0,9
202510,26170600,마라385856,1,0,750,3.5,9
202510,26170645,마라385856,1,0,1680,31.5,9
202510,26170650,마라385856,1,0,2640,14.0,9
202510,26170660,마라385856,1,0,2840,91.0,9
202510,26170680,마라385856,1,0,2040,38.5,9
202510,26200530,마라385856,1,0,2550,31.5,9
202510,26200540,마라385856,1,0,1820,7.0,9
202510,26200550,마라385856,1,0,4590,10.5,9
202510,26200585,마라385856,1,0,5430,10.5,9
202510,26200590,마라385856,1,0,2080,7.0,9
202510,26200605,마라385856,1,0,1530,3.5,9
202510,26200630,마라385856,1,0,2190,24.5,9
202510,26200640,마라385856,1,0,4060,70.0,9
202510,26200650,마라385856,1,0,4670,56.0,9
202510,26200660,마라385856,1,0,4090,31.5,9
202510,26200670,마라385856,1,0,5290,14.0,9
202510,26230510,마라385856,1,0,1060,318.5,9
202510,26230520,마라385856,1,0,1160,255.5,9
202510,26230540,마라385856,1,0,1130,42.0,9
202510,26230550,마라385856,1,0,1630,119.0,9
202510,26230560,마라385856,1,0,1130,108.5,9
202510,26230570,마라385856,1,0,2150,31.5,9
202510,26230600,마라385856,1,0,1440,45.5,9
202510,26230610,마라385856,1,0,1580,108.5,9
202510,26230640,마라385856,1,0,1150,150.5,9
202510,26230710,마라385856,1,0,1870,556.5,9
202510,26230720,마라385856,1,0,920,259.0,9
202510,26230740,마라385856,1,0,1470,434.0,9
202510,26230750,마라385856,1,0,1120,119.0,9
202510,26230770,마라385856,1,0,3020,49.0,9
202510,26230780,마라385856,1,0,750,49.0,9
202510,26260510,마라385856,1,0,2530,35.0,9
202510,26260520,마라385856,1,0,1950,14.0,9
202510,26260545,마라385856,1,0,2550,52.5,9
202510,26260550,마라385856,1,0,2710,49.0,9
202510,26260560,마라385856,1,0,2060,38.5,9
202510,26260570,마라385856,1,0,2130,21.0,9
202510,26260580,마라385856,1,0,2650,31.5,9
202510,26260590,마라385856,1,0,2030,10.5,9
202510,26260600,마라385856,1,0,2050,24.5,9
202510,26260740,마라385856,1,0,2420,66.5,9
202510,26260750,마라385856,1,0,2760,17.5,9
202510,26260761,마라385856,1,0,2360,3.5,9
202510,26260762,마라385856,1,0,1890,7.0,9
202510,26290510,마라385856,1,0,2050,28.0,9
202510,26290530,마라385856,1,0,2610,112.0,9
202510,26290540,마라385856,1,0,2480,17.5,9
202510,26290550,마라385856,1,0,2670,24.5,9
202510,26290560,마라385856,1,0,1880,21.0,9
202510,26290570,마라385856,1,0,2740,45.5,9
202510,26290580,마라385856,1,0,3460,21.0,9
202510,26290590,마라385856,1,0,3940,28.0,9
202510,26290600,마라385856,1,0,2890,10.5,9
202510,26290610,마라385856,1,0,2290,91.0,9
202510,26290620,마라385856,1,0,2150,14.0,9
202510,26290630,마라385856,1,0,1020,3.5,9
202510,26290645,마라385856,1,0,1960,122.5,9
202510,26290680,마라385856,1,0,1310,7.0,9
202510,26290690,마라385856,1,0,1400,73.5,9
202510,26290700,마라385856,1,0,1000,10.5,9
202510,26290710,마라385856,1,0,2760,42.0,9
202510,26320510,마라385856,1,0,5500,38.5,9
202510,26320520,마라385856,1,0,1200,38.5,9
202510,26320521,마라385856,1,0,1640,3.5,9
202510,26320530,마라385856,1,0,5790,31.5,9
202510,26320541,마라385856,1,0,1590,21.0,9
202510,26320542,마라385856,1,0,1990,24.5,9
202510,26320543,마라385856,1,0,2800,42.0,9
202510,26320550,마라385856,1,0,2300,70.0,9
202510,26320560,마라385856,1,0,2880,77.0,9
202510,26320561,마라385856,1,0,3030,3.5,9
202510,26320572,마라385856,1,0,1450,35.0,9
202510,26320573,마라385856,1,0,1530,10.5,9
202510,26350510,마라385856,1,0,3400,59.5,9
202510,26350520,마라385856,1,0,3280,105.0,9
202510,26350525,마라385856,1,0,3790,31.5,9
202510,26350530,마라385856,1,0,4300,77.0,9
202510,26350540,마라385856,1,0,3330,21.0,9
202510,26350551,마라385856,1,0,3260,28.0,9
202510,26350552,마라385856,1,0,5770,10.5,9
202510,26350553,마라385856,1,0,5090,21.0,9
202510,26350554,마라385856,1,0,3420,31.5,9
202510,26350560,마라385856,1,0,4830,56.0,9
202510,26350570,마라385856,1,0,1710,7.0,9
202510,26350590,마라385856,1,0,5440,10.5,9
202510,26350595,마라385856,1,0,2340,3.5,9
202510,26350610,마라385856,1,0,2800,7.0,9
202510,26350620,마라385856,1,0,2490,10.5,9
202510,26350650,마라385856,1,0,4830,10.5,9
202510,26380510,마라385856,1,0,3770,14.0,9
202510,26380520,마라385856,1,0,2090,14.0,9
202510,26380530,마라385856,1,0,3660,42.0,9
202510,26380540,마라385856,1,0,5520,3.5,9
202510,26380550,마라385856,1,0,4390,14.0,9
202510,26380561,마라385856,1,0,2460,45.5,9
202510,26380562,마라385856,1,0,3850,56.0,9
202510,26380601,마라385856,1,0,3270,126.0,9
202510,26380602,마라385856,1,0,3940,94.5,9
202510,26380610,마라385856,1,0,3900,63.0,9
202510,26380620,마라385856,1,0,2150,10.5,9
202510,26380630,마라385856,1,0,5270,3.5,9
202510,26410520,마라385856,1,0,5270,3.5,9
202510,26410530,마라385856,1,0,3100,10.5,9
202510,26410555,마라385856,1,0,3450,56.0,9
202510,26410590,마라385856,1,0,4550,14.0,9
