STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202510,동매누리 작은도서관,31,48286.0,19033.0
202510,동매누리행복센터,31,83639.5,34779.5
202510,동매산둘레길,31,100611.0,40169.5
202510,무지개작은도서관,31,80811.5,34863.5
202510,보림공원,31,80811.5,34863.5
202510,사하구청 제2청사,31,73563.0,21651.0
202510,수풀작은도서관,31,131523.0,51117.5
202510,신남초등학교,31,57365.0,19820.5
202510,신평골목시장,31,53651.5,22025.5
202510,장림 롯데마트,31,11788.0,3769.5
202510,장림1동행정복지센터,31,80811.5,34863.5
202510,장림2동 행정복지센터,31,33596.5,14521.5
202510,장림공원,31,82575.5,33320.0
202510,장림생태공원,31,90590.5,24423.0
202510,하하센터,31,131540.5,37268.0
202510,효림초등학교,31,11669.0,7899.5
