STD_YM,O_gID,D_gID,purpose,modal,travel_time(sec),POP,no
202510,26230640,마라341838,2,0,2540,7.0,17
202510,26530591,마라341838,2,0,1190,35.0,17
202510,48121520,마라341838,2,0,6150,3.5,17
202510,26530591,마라341838,2,1,1710,10.5,17
202510,26530660,마라341838,2,1,810,3.5,17
202510,26230640,마라341838,2,9,3340,49.0,17
202510,26530591,마라341838,2,9,2300,7.0,17
202510,26350570,마라341838,4,0,5250,3.5,17
202510,26440510,마라341838,4,0,1420,7.0,17
202510,26440550,마라341838,4,0,1670,3.5,17
202510,26530660,마라341838,4,0,530,3.5,17
202510,마라348861,마라341838,4,0,480,3.5,17
202510,마라350852,마라341838,4,0,1460,7.0,17
202510,26530660,마라341838,4,1,620,3.5,17
202510,26320541,마라341838,4,2,6830,3.5,17
202510,마라348861,마라341838,4,9,5030,3.5,17
202510,11110650,마라342836,1,0,26940,3.5,17
202510,11140540,마라342836,1,0,13540,3.5,17
202510,11440660,마라342836,1,0,22080,3.5,17
202510,11470510,마라342836,1,0,17060,3.5,17
202510,11500620,마라342836,1,0,8950,7.0,17
202510,26110510,마라342836,1,0,2490,38.5,17
202510,26110520,마라342836,1,0,1830,3.5,17
202510,26110530,마라342836,1,0,2280,21.0,17
202510,26110545,마라342836,1,0,1400,3.5,17
202510,26110560,마라342836,1,0,1780,38.5,17
202510,26110570,마라342836,1,0,5480,10.5,17
202510,26110580,마라342836,1,0,2470,52.5,17
202510,26140530,마라342836,1,0,1930,21.0,17
202510,26140540,마라342836,1,0,1320,17.5,17
202510,26140560,마라342836,1,0,490,3.5,17
202510,26140570,마라342836,1,0,1480,24.5,17
202510,26140615,마라342836,1,0,3530,17.5,17
202510,26140640,마라342836,1,0,1680,17.5,17
202510,26140660,마라342836,1,0,3540,7.0,17
202510,26140680,마라342836,1,0,1920,87.5,17
202510,26170520,마라342836,1,0,6980,10.5,17
202510,26170530,마라342836,1,0,2910,24.5,17
202510,26170550,마라342836,1,0,2020,7.0,17
202510,26170560,마라342836,1,0,2380,3.5,17
202510,26170590,마라342836,1,0,1470,3.5,17
202510,26170650,마라342836,1,0,2220,3.5,17
202510,26170660,마라342836,1,0,2060,31.5,17
202510,26170680,마라342836,1,0,1520,7.0,17
202510,26200530,마라342836,1,0,2490,94.5,17
202510,26200550,마라342836,1,0,2210,3.5,17
202510,26200590,마라342836,1,0,1560,14.0,17
202510,26200605,마라342836,1,0,13010,7.0,17
202510,26200630,마라342836,1,0,5900,3.5,17
202510,26200650,마라342836,1,0,2490,14.0,17
202510,26200660,마라342836,1,0,4140,3.5,17
202510,26200670,마라342836,1,0,3360,10.5,17
202510,26230510,마라342836,1,0,4700,31.5,17
202510,26230520,마라342836,1,0,2040,35.0,17
202510,26230560,마라342836,1,0,2500,28.0,17
202510,26230570,마라342836,1,0,2530,3.5,17
202510,26230600,마라342836,1,0,3750,17.5,17
202510,26230610,마라342836,1,0,3000,21.0,17
202510,26230640,마라342836,1,0,1810,10.5,17
202510,26230710,마라342836,1,0,1500,17.5,17
202510,26230720,마라342836,1,0,1350,10.5,17
202510,26230740,마라342836,1,0,2870,14.0,17
202510,26230750,마라342836,1,0,3210,49.0,17
202510,26230770,마라342836,1,0,2320,7.0,17
202510,26230780,마라342836,1,0,1960,3.5,17
202510,26260510,마라342836,1,0,1670,3.5,17
202510,26260545,마라342836,1,0,3200,14.0,17
202510,26260550,마라342836,1,0,2270,10.5,17
202510,26260560,마라342836,1,0,3220,21.0,17
202510,26260580,마라342836,1,0,1550,3.5,17
202510,26260590,마라342836,1,0,9060,3.5,17
202510,26260600,마라342836,1,0,3010,31.5,17
202510,26290530,마라342836,1,0,3870,28.0,17
202510,26290550,마라342836,1,0,2680,3.5,17
202510,26290560,마라342836,1,0,2390,3.5,17
202510,26290570,마라342836,1,0,2320,10.5,17
202510,26290580,마라342836,1,0,5490,3.5,17
202510,26290590,마라342836,1,0,11830,7.0,17
202510,26290610,마라342836,1,0,4680,21.0,17
202510,26290620,마라342836,1,0,4710,28.0,17
202510,26290645,마라342836,1,0,1940,3.5,17
202510,26290680,마라342836,1,0,1220,3.5,17
202510,26290690,마라342836,1,0,2830,17.5,17
202510,26290700,마라342836,1,0,1580,7.0,17
202510,26320510,마라342836,1,0,2180,24.5,17
202510,26320520,마라342836,1,0,2440,7.0,17
202510,26320530,마라342836,1,0,2780,35.0,17
202510,26320541,마라342836,1,0,3260,14.0,17
202510,26320543,마라342836,1,0,2090,31.5,17
202510,26320560,마라342836,1,0,3920,17.5,17
202510,26320571,마라342836,1,0,2530,10.5,17
202510,26320572,마라342836,1,0,5690,3.5,17
202510,26350510,마라342836,1,0,5740,3.5,17
202510,26350520,마라342836,1,0,5020,21.0,17
202510,26350525,마라342836,1,0,4910,10.5,17
202510,26350530,마라342836,1,0,4620,14.0,17
202510,26350540,마라342836,1,0,7070,10.5,17
202510,26350552,마라342836,1,0,4060,3.5,17
202510,26350554,마라342836,1,0,2740,7.0,17
202510,26350560,마라342836,1,0,6120,3.5,17
202510,26350570,마라342836,1,0,3720,3.5,17
202510,26350610,마라342836,1,0,2610,3.5,17
202510,26380520,마라342836,1,0,2810,17.5,17
202510,26380530,마라342836,1,0,1620,14.0,17
202510,26380540,마라342836,1,0,1580,7.0,17
202510,26380550,마라342836,1,0,990,28.0,17
202510,26380561,마라342836,1,0,1310,21.0,17
202510,26380562,마라342836,1,0,640,73.5,17
202510,26380601,마라342836,1,0,2310,80.5,17
202510,26380602,마라342836,1,0,2240,17.5,17
202510,26380610,마라342836,1,0,3250,7.0,17
202510,26380620,마라342836,1,0,160,3.5,17
202510,26410610,마라342836,1,0,10520,21.0,17
202510,26410665,마라342836,1,0,5860,10.5,17
202510,26410670,마라342836,1,0,3710,7.0,17
202510,26410680,마라342836,1,0,3800,3.5,17
202510,26410690,마라342836,1,0,3800,7.0,17
202510,26410700,마라342836,1,0,1990,3.5,17
202510,26440510,마라342836,1,0,1680,42.0,17
202510,26440520,마라342836,1,0,2620,147.0,17
202510,26440530,마라342836,1,0,4740,31.5,17
202510,26440535,마라342836,1,0,3070,122.5,17
202510,26440545,마라342836,1,0,2380,45.5,17
202510,26440550,마라342836,1,0,2580,28.0,17
202510,26440560,마라342836,1,0,2720,269.5,17
202510,26440580,마라342836,1,0,4510,49.0,17
202510,26440590,마라342836,1,0,1470,3.5,17
202510,26470610,마라342836,1,0,4090,31.5,17
202510,26470620,마라342836,1,0,6020,63.0,17
202510,26470630,마라342836,1,0,2810,28.0,17
202510,26470650,마라342836,1,0,2450,3.5,17
202510,26470660,마라342836,1,0,2050,3.5,17
202510,26470670,마라342836,1,0,15530,3.5,17
202510,26470680,마라342836,1,0,1690,3.5,17
202510,26470690,마라342836,1,0,4350,42.0,17
202510,26500660,마라342836,1,0,2930,7.0,17
202510,26500740,마라342836,1,0,4680,3.5,17
202510,26500750,마라342836,1,0,3710,7.0,17
202510,26500760,마라342836,1,0,10360,3.5,17
202510,26500770,마라342836,1,0,2500,10.5,17
202510,26500780,마라342836,1,0,1510,3.5,17
202510,26500800,마라342836,1,0,3820,45.5,17
202510,26530580,마라342836,1,0,2960,101.5,17
202510,26530591,마라342836,1,0,1650,45.5,17
202510,26530593,마라342836,1,0,3520,38.5,17
202510,26530600,마라342836,1,0,1660,42.0,17
202510,26530610,마라342836,1,0,1580,94.5,17
202510,26530650,마라342836,1,0,1120,31.5,17
202510,26530660,마라342836,1,0,1070,91.0,17
202510,26530661,마라342836,1,0,760,14.0,17
202510,26530670,마라342836,1,0,640,840.0,17
202510,26530680,마라342836,1,0,1280,392.0,17
202510,26710250,마라342836,1,0,3820,24.5,17
202510,26710253,마라342836,1,0,4670,45.5,17
202510,26710256,마라342836,1,0,3160,17.5,17
202510,26710259,마라342836,1,0,3790,10.5,17
202510,27110565,마라342836,1,0,11190,3.5,17
202510,27710250,마라342836,1,0,9720,3.5,17
202510,27710256,마라342836,1,0,10140,3.5,17
202510,27710259,마라342836,1,0,17550,3.5,17
202510,29200670,마라342836,1,0,18270,3.5,17
202510,31110600,마라342836,1,0,7860,3.5,17
202510,31140595,마라342836,1,0,5870,7.0,17
202510,31140640,마라342836,1,0,8400,3.5,17
