STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202510,3034024,0,1,539105.0,17.8
202510,3034024,0,2,220881.5,7.3
202510,3034024,0,4,501648.0,16.5
202510,3034024,1,1,249504.5,8.2
202510,3034024,1,2,134162.0,4.4
202510,3034024,1,4,232963.5,7.7
202510,3034024,2,1,156128.0,5.1
202510,3034024,2,2,89124.0,2.9
202510,3034024,2,4,127169.0,4.2
202510,3034024,3,1,249287.5,8.2
202510,3034024,3,2,90867.0,3.0
202510,3034024,3,4,159582.5,5.3
202510,3034024,4,1,3871.0,0.1
202510,3034024,4,2,626.5,0.0
202510,3034024,4,4,3426.5,0.1
202510,3034024,9,1,114849.0,3.8
202510,3034024,9,2,62832.0,2.1
202510,3034024,9,4,97996.5,3.2
