STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202502,동매누리 작은도서관,28,41091.6,16938.9
202502,동매누리행복센터,28,70294.2,30247.9
202502,동매산둘레길,28,61158.6,25807.3
202502,무지개작은도서관,28,63297.4,25762.8
202502,보림공원,28,63297.4,25762.8
202502,사하구청 제2청사,28,64494.7,18369.1
202502,수풀작은도서관,28,112577.6,43554.4
202502,신남초등학교,28,42520.0,14689.5
202502,신평골목시장,28,46362.8,19830.9
202502,장림 롯데마트,28,9433.9,2853.6
202502,장림1동행정복지센터,28,63297.4,25762.8
202502,장림2동 행정복지센터,28,28574.1,12002.6
202502,장림공원,28,74038.5,29542.6
202502,장림생태공원,28,76451.8,17833.5
202502,하하센터,28,122825.3,33726.5
202502,효림초등학교,28,6695.7,4775.6
