STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202502,2329859.5,0,1,224840.0,9.7
202502,2329859.5,0,2,241596.5,10.4
202502,2329859.5,0,4,504428.3,21.7
202502,2329859.5,1,1,104673.8,4.5
202502,2329859.5,1,2,113172.3,4.9
202502,2329859.5,1,4,212449.3,9.1
202502,2329859.5,2,1,89729.1,3.9
202502,2329859.5,2,2,96539.9,4.1
202502,2329859.5,2,4,194602.4,8.4
202502,2329859.5,3,1,152473.6,6.5
202502,2329859.5,3,2,48455.9,2.1
202502,2329859.5,3,4,173167.6,7.4
202502,2329859.5,4,1,2657.8,0.1
202502,2329859.5,4,2,877.3,0.0
202502,2329859.5,4,4,7344.6,0.3
202502,2329859.5,9,1,45162.8,1.9
202502,2329859.5,9,2,42067.3,1.8
202502,2329859.5,9,4,75621.0,3.2
