STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202502,동매누리 작은도서관,1,3474.4,1326.8
202502,동매누리 작은도서관,2,1868.9,767.1
202502,동매누리 작은도서관,3,1374.4,596.9
202502,동매누리 작은도서관,4,1353.9,576.5
202502,동매누리 작은도서관,5,1379.8,754.3
202502,동매누리 작은도서관,6,1497.2,780.1
202502,동매누리 작은도서관,7,1239.4,648.3
202502,동매누리 작은도서관,8,943.4,503.3
202502,동매누리 작은도서관,9,1222.1,719.7
202502,동매누리 작은도서관,10,1279.3,544.4
202502,동매누리행복센터,1,8529.7,2900.8
202502,동매누리행복센터,2,4779.3,2326.5
202502,동매누리행복센터,3,3500.7,1572.3
202502,동매누리행복센터,4,3204.8,1493.7
202502,동매누리행복센터,5,2395.9,1241.6
202502,동매누리행복센터,6,2491.1,1173.9
202502,동매누리행복센터,7,2086.5,816.1
202502,동매누리행복센터,8,2030.7,980.6
202502,동매누리행복센터,9,1944.2,934.0
202502,동매누리행복센터,10,2412.7,1360.4
202502,동매산둘레길,1,4733.2,1632.5
202502,동매산둘레길,2,2561.9,1163.2
202502,동매산둘레길,3,2126.6,1026.2
202502,동매산둘레길,4,1900.5,953.7
202502,동매산둘레길,5,1816.5,980.5
202502,동매산둘레길,6,1744.4,896.2
202502,동매산둘레길,7,1376.7,686.2
202502,동매산둘레길,8,1485.5,712.7
202502,동매산둘레길,9,1350.7,743.0
202502,동매산둘레길,10,1046.5,598.9
202502,무지개작은도서관,1,13570.8,4333.7
202502,무지개작은도서관,2,4765.2,2004.3
202502,무지개작은도서관,3,2847.1,1563.1
202502,무지개작은도서관,4,2537.5,1244.9
202502,무지개작은도서관,5,2018.0,1152.7
202502,무지개작은도서관,6,1777.4,893.6
202502,무지개작은도서관,7,1714.7,912.6
202502,무지개작은도서관,8,1751.4,1037.9
202502,무지개작은도서관,9,1823.1,965.2
202502,무지개작은도서관,10,1817.2,793.5
202502,보림공원,1,13570.8,4333.7
202502,보림공원,2,4765.2,2004.3
202502,보림공원,3,2847.1,1563.1
202502,보림공원,4,2537.5,1244.9
202502,보림공원,5,2018.0,1152.7
202502,보림공원,6,1777.4,893.6
202502,보림공원,7,1714.7,912.6
202502,보림공원,8,1751.4,1037.9
202502,보림공원,9,1823.1,965.2
202502,보림공원,10,1817.2,793.5
202502,사하구청 제2청사,1,8194.7,2243.4
202502,사하구청 제2청사,2,3432.2,1248.2
202502,사하구청 제2청사,3,2831.0,914.9
202502,사하구청 제2청사,4,2629.5,767.8
202502,사하구청 제2청사,5,2600.6,844.6
202502,사하구청 제2청사,6,2371.4,734.0
202502,사하구청 제2청사,7,2413.3,755.3
202502,사하구청 제2청사,8,1834.4,431.1
202502,사하구청 제2청사,9,1983.8,504.9
202502,사하구청 제2청사,10,1872.5,459.3
202502,수풀작은도서관,1,14727.9,4465.9
202502,수풀작은도서관,2,6824.0,2635.5
202502,수풀작은도서관,3,5157.3,1991.6
202502,수풀작은도서관,4,4299.4,1951.7
202502,수풀작은도서관,5,3948.0,1911.0
202502,수풀작은도서관,6,3396.4,1488.5
202502,수풀작은도서관,7,3728.1,1830.6
202502,수풀작은도서관,8,3274.0,1557.5
202502,수풀작은도서관,9,3304.3,1481.7
202502,수풀작은도서관,10,3825.9,1733.5
202502,신남초등학교,1,6689.8,1780.9
202502,신남초등학교,2,3068.1,994.3
202502,신남초등학교,3,2082.8,952.8
202502,신남초등학교,4,1186.0,549.3
202502,신남초등학교,5,1135.2,475.4
202502,신남초등학교,6,959.5,355.8
202502,신남초등학교,7,1003.0,527.8
202502,신남초등학교,8,1104.1,541.4
202502,신남초등학교,9,1033.1,436.9
202502,신남초등학교,10,1172.6,443.9
202502,신평골목시장,1,3970.4,1513.4
202502,신평골목시장,2,2225.3,919.3
202502,신평골목시장,3,1595.1,744.2
202502,신평골목시장,4,1650.5,729.5
202502,신평골목시장,5,1474.1,782.2
202502,신평골목시장,6,1558.5,817.2
202502,신평골목시장,7,1410.6,684.9
202502,신평골목시장,8,1481.8,830.6
202502,신평골목시장,9,1397.2,836.2
202502,신평골목시장,10,1527.9,640.7
202502,장림 롯데마트,1,4438.9,1262.1
202502,장림 롯데마트,2,1236.1,472.7
202502,장림 롯데마트,3,597.2,149.0
202502,장림 롯데마트,4,285.9,92.9
202502,장림 롯데마트,5,243.1,87.6
202502,장림 롯데마트,6,236.7,59.0
202502,장림 롯데마트,7,165.2,62.9
202502,장림 롯데마트,8,197.4,71.4
202502,장림 롯데마트,9,194.6,52.7
202502,장림 롯데마트,10,34.5,3.5
202502,장림1동행정복지센터,1,13570.8,4333.7
202502,장림1동행정복지센터,2,4765.2,2004.3
202502,장림1동행정복지센터,3,2847.1,1563.1
202502,장림1동행정복지센터,4,2537.5,1244.9
202502,장림1동행정복지센터,5,2018.0,1152.7
202502,장림1동행정복지센터,6,1777.4,893.6
202502,장림1동행정복지센터,7,1714.7,912.6
202502,장림1동행정복지센터,8,1751.4,1037.9
202502,장림1동행정복지센터,9,1823.1,965.2
202502,장림1동행정복지센터,10,1817.2,793.5
202502,장림2동 행정복지센터,1,4776.7,1949.1
202502,장림2동 행정복지센터,2,1649.1,784.2
202502,장림2동 행정복지센터,3,1239.9,657.0
202502,장림2동 행정복지센터,4,843.3,386.1
202502,장림2동 행정복지센터,5,752.6,372.7
202502,장림2동 행정복지센터,6,989.9,533.4
202502,장림2동 행정복지센터,7,567.5,309.3
202502,장림2동 행정복지센터,8,792.5,399.3
202502,장림2동 행정복지센터,9,757.8,486.6
202502,장림2동 행정복지센터,10,625.0,297.5
202502,장림공원,1,14481.1,4368.0
202502,장림공원,2,5443.8,2010.7
202502,장림공원,3,3730.8,1834.8
202502,장림공원,4,2658.1,1050.6
202502,장림공원,5,2096.5,982.2
202502,장림공원,6,1892.5,895.5
202502,장림공원,7,1571.8,789.7
202502,장림공원,8,1929.5,914.6
202502,장림공원,9,1642.7,639.6
202502,장림공원,10,1330.9,690.4
202502,장림생태공원,2,12722.7,2314.3
202502,장림생태공원,4,5057.4,1515.6
202502,장림생태공원,6,2427.5,856.0
202502,장림생태공원,8,2580.8,631.5
202502,장림생태공원,10,2161.5,536.7
202502,하하센터,1,24285.9,5113.5
202502,하하센터,2,8122.3,2497.2
202502,하하센터,3,4812.2,1407.2
202502,하하센터,4,4368.4,1279.1
202502,하하센터,5,3686.0,1210.8
202502,하하센터,6,3630.9,1211.8
202502,하하센터,7,3901.9,1301.1
202502,하하센터,8,3383.6,972.8
202502,하하센터,9,3092.9,891.8
202502,하하센터,10,3010.8,829.1
202502,효림초등학교,1,1603.5,907.8
202502,효림초등학교,2,659.2,440.3
202502,효림초등학교,3,808.8,644.6
202502,효림초등학교,4,678.9,531.5
202502,효림초등학교,5,442.6,382.1
202502,효림초등학교,6,348.0,275.9
202502,효림초등학교,7,290.3,285.8
202502,효림초등학교,8,242.1,207.6
202502,효림초등학교,9,325.2,239.7
202502,효림초등학교,10,201.9,201.9
