STD_YM,fac_name,15min_pop
202502,동매누리행복센터,2397565.9
202502,장림1동행정복지센터,2326152.6
202502,장림생태공원,2215324.2
202502,장림공원,2374761.5
202502,장림 롯데마트,1395025.7
202502,신평골목시장,2336110.5
202502,신남초등학교,2293467.6
202502,동매산둘레길,2355012.0
202502,보림공원,2326152.6
202502,장림2동 행정복지센터,2134563.2
202502,효림초등학교,975612.1
202502,수풀작은도서관,2284396.6
202502,무지개작은도서관,2326152.6
202502,하하센터,2388726.0
202502,사하구청 제2청사,2235153.9
202502,동매누리 작은도서관,2273015.0
