STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202502,개금3동 주민센터,28,85313.0,21282.6
202502,개금종합사회복지관,28,22339.1,10867.9
202502,개금테마공원,28,306340.3,114549.3
202502,개성고등학교,28,52702.2,26807.4
202502,당감4동 주민센터,28,3314.6,2869.4
202502,당감골목시장,28,51708.8,18548.4
202502,당감사회복지관,28,104131.5,40519.7
202502,당감행복마루센터,28,70943.1,29143.6
202502,백양가족공원,28,56166.5,22498.3
202502,부산진구 동네 청년아루,28,70715.7,28983.4
202502,부산진구 생활문화센터,28,229065.6,96631.9
202502,부산진구 어린이청소년 도서관,28,37873.5,15628.3
202502,부산진구여성가족문화센터,28,71388.1,21835.1
202502,새당감시장,28,105278.6,40821.2
202502,한국신발관,28,93124.5,15650.2
