STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202502,2818859.5,0,1,505785.9,17.9
202502,2818859.5,0,2,94830.6,3.4
202502,2818859.5,0,4,308161.2,10.9
202502,2818859.5,1,1,339594.5,12.0
202502,2818859.5,1,2,83833.6,3.0
202502,2818859.5,1,4,211153.1,7.5
202502,2818859.5,2,1,147900.2,5.2
202502,2818859.5,2,2,37100.7,1.3
202502,2818859.5,2,4,76605.4,2.7
202502,2818859.5,3,1,361423.8,12.8
202502,2818859.5,3,2,97836.1,3.5
202502,2818859.5,3,4,216338.6,7.7
202502,2818859.5,4,1,4704.8,0.2
202502,2818859.5,4,2,524.8,0.0
202502,2818859.5,4,4,3013.5,0.1
202502,2818859.5,9,1,171886.5,6.1
202502,2818859.5,9,2,46957.5,1.7
202502,2818859.5,9,4,111208.7,3.9
