STD_YM,O_gID,D_gID,purpose,modal,travel_time(sec),POP,no
202502,11140540,마라385856,1,0,15940,3.9,9
202502,11170530,마라385856,1,0,12940,4.3,9
202502,11170625,마라385856,1,0,13130,3.6,9
202502,11290600,마라385856,1,0,17710,4.3,9
202502,11500620,마라385856,1,0,8120,3.6,9
202502,11560540,마라385856,1,0,14620,8.3,9
202502,11710562,마라385856,1,0,17390,3.8,9
202502,11740660,마라385856,1,0,21370,4.3,9
202502,26110510,마라385856,1,0,1830,139.7,9
202502,26110520,마라385856,1,0,2750,3.8,9
202502,26110530,마라385856,1,0,3020,19.0,9
202502,26110545,마라385856,1,0,1690,14.8,9
202502,26110560,마라385856,1,0,2310,43.8,9
202502,26110570,마라385856,1,0,2470,26.6,9
202502,26110580,마라385856,1,0,2480,77.9,9
202502,26110590,마라385856,1,0,3950,22.0,9
202502,26110600,마라385856,1,0,1610,8.0,9
202502,26140520,마라385856,1,0,1910,3.8,9
202502,26140530,마라385856,1,0,1990,35.6,9
202502,26140540,마라385856,1,0,2500,19.4,9
202502,26140560,마라385856,1,0,4640,8.7,9
202502,26140570,마라385856,1,0,2990,32.1,9
202502,26140590,마라385856,1,0,2410,6.9,9
202502,26140615,마라385856,1,0,6190,34.2,9
202502,26140630,마라385856,1,0,3140,7.1,9
202502,26140640,마라385856,1,0,3520,10.9,9
202502,26140650,마라385856,1,0,1500,3.6,9
202502,26140660,마라385856,1,0,2370,11.1,9
202502,26140680,마라385856,1,0,3730,56.1,9
202502,26170510,마라385856,1,0,1350,15.9,9
202502,26170520,마라385856,1,0,2620,74.1,9
202502,26170530,마라385856,1,0,1590,60.8,9
202502,26170550,마라385856,1,0,2450,4.3,9
202502,26170560,마라385856,1,0,980,12.5,9
202502,26170570,마라385856,1,0,950,69.3,9
202502,26170590,마라385856,1,0,1340,16.3,9
202502,26170600,마라385856,1,0,870,2.8,9
202502,26170645,마라385856,1,0,1080,22.8,9
202502,26170650,마라385856,1,0,1280,47.8,9
202502,26170660,마라385856,1,0,2530,71.9,9
202502,26170680,마라385856,1,0,1010,8.6,9
202502,26200530,마라385856,1,0,2340,31.9,9
202502,26200550,마라385856,1,0,2750,4.0,9
202502,26200585,마라385856,1,0,2910,8.6,9
202502,26200590,마라385856,1,0,2920,26.9,9
202502,26200605,마라385856,1,0,2310,11.2,9
202502,26200630,마라385856,1,0,2370,36.5,9
202502,26200640,마라385856,1,0,1960,47.9,9
202502,26200650,마라385856,1,0,2740,37.2,9
202502,26200660,마라385856,1,0,4820,12.4,9
202502,26200670,마라385856,1,0,1970,21.0,9
202502,26230510,마라385856,1,0,1130,309.0,9
202502,26230520,마라385856,1,0,1270,398.9,9
202502,26230540,마라385856,1,0,830,23.1,9
202502,26230550,마라385856,1,0,1590,180.5,9
202502,26230560,마라385856,1,0,1620,148.6,9
202502,26230570,마라385856,1,0,1230,33.2,9
202502,26230600,마라385856,1,0,1990,54.3,9
202502,26230610,마라385856,1,0,1240,123.4,9
202502,26230640,마라385856,1,0,940,119.0,9
202502,26230710,마라385856,1,0,1310,856.7,9
202502,26230720,마라385856,1,0,650,382.8,9
202502,26230740,마라385856,1,0,950,432.1,9
202502,26230750,마라385856,1,0,590,249.3,9
202502,26230770,마라385856,1,0,1520,67.2,9
202502,26230780,마라385856,1,0,660,70.7,9
202502,26260510,마라385856,1,0,4880,34.8,9
202502,26260520,마라385856,1,0,2150,7.2,9
202502,26260545,마라385856,1,0,2660,19.5,9
202502,26260550,마라385856,1,0,4260,60.8,9
202502,26260560,마라385856,1,0,2320,43.5,9
202502,26260570,마라385856,1,0,1820,8.8,9
202502,26260580,마라385856,1,0,1820,26.8,9
202502,26260590,마라385856,1,0,3180,20.5,9
202502,26260600,마라385856,1,0,1520,60.8,9
202502,26260740,마라385856,1,0,1710,155.6,9
202502,26260750,마라385856,1,0,2920,12.0,9
202502,26290510,마라385856,1,0,1510,40.9,9
202502,26290530,마라385856,1,0,2690,140.4,9
202502,26290540,마라385856,1,0,1190,4.1,9
202502,26290550,마라385856,1,0,580,25.7,9
202502,26290560,마라385856,1,0,1420,8.1,9
202502,26290570,마라385856,1,0,2670,94.7,9
202502,26290580,마라385856,1,0,2750,29.8,9
202502,26290590,마라385856,1,0,4430,36.8,9
202502,26290600,마라385856,1,0,3310,15.3,9
202502,26290610,마라385856,1,0,1570,71.3,9
