STD_YM,fac_name,modal,visit_cnt,life_visit_cnt
202402,동매누리 작은도서관,0,10370.7,2153.5
202402,동매누리 작은도서관,1,9147.9,3253.0
202402,동매누리 작은도서관,2,5364.0,922.4
202402,동매누리 작은도서관,3,10853.1,9427.5
202402,동매누리 작은도서관,4,141.4,13.1
202402,동매누리 작은도서관,9,2852.7,1110.1
202402,동매누리행복센터,0,28168.0,5837.5
202402,동매누리행복센터,1,20861.0,7073.5
202402,동매누리행복센터,2,13102.8,2131.6
202402,동매누리행복센터,3,23983.9,20670.0
202402,동매누리행복센터,4,185.0,6.3
202402,동매누리행복센터,9,8313.0,3594.0
202402,동매산둘레길,0,32788.7,6953.9
202402,동매산둘레길,1,17415.9,6231.3
202402,동매산둘레길,2,9569.9,1603.7
202402,동매산둘레길,3,18276.1,13604.1
202402,동매산둘레길,4,203.9,26.0
202402,동매산둘레길,9,7945.9,3263.4
202402,무지개작은도서관,0,17215.1,3670.4
202402,무지개작은도서관,1,12806.0,5039.5
202402,무지개작은도서관,2,2647.2,646.9
202402,무지개작은도서관,3,6020.7,5488.3
202402,무지개작은도서관,4,112.8,32.4
202402,무지개작은도서관,9,2440.4,1194.0
202402,보림공원,0,17215.1,3670.4
202402,보림공원,1,12806.0,5039.5
202402,보림공원,2,2647.2,646.9
202402,보림공원,3,6020.7,5488.3
202402,보림공원,4,112.8,32.4
202402,보림공원,9,2440.4,1194.0
202402,사하구청 제2청사,0,17324.1,3895.9
202402,사하구청 제2청사,1,4760.9,1214.3
202402,사하구청 제2청사,2,8292.7,1621.0
202402,사하구청 제2청사,3,4975.0,3362.0
202402,사하구청 제2청사,4,86.2,16.1
202402,사하구청 제2청사,9,3936.7,1642.1
202402,수풀작은도서관,0,38281.0,8094.2
202402,수풀작은도서관,1,29228.3,9285.2
202402,수풀작은도서관,2,16044.0,3876.8
202402,수풀작은도서관,3,22244.3,19164.4
202402,수풀작은도서관,4,272.0,38.3
202402,수풀작은도서관,9,8491.7,3738.4
202402,신남초등학교,0,18098.8,4339.7
202402,신남초등학교,1,6508.5,1777.0
202402,신남초등학교,2,4928.4,873.4
202402,신남초등학교,3,7882.6,5608.3
202402,신남초등학교,4,100.2,22.7
202402,신남초등학교,9,4275.8,1709.1
202402,신평골목시장,0,12001.0,2577.6
202402,신평골목시장,1,9364.5,3432.8
202402,신평골목시장,2,6120.4,1092.7
202402,신평골목시장,3,12759.8,11278.3
202402,신평골목시장,4,155.4,15.4
202402,신평골목시장,9,3423.1,1371.7
202402,장림 롯데마트,0,9393.5,1515.3
202402,장림 롯데마트,1,3952.3,1184.5
202402,장림 롯데마트,2,2166.2,412.7
202402,장림 롯데마트,3,1985.7,1596.4
202402,장림 롯데마트,4,13.8,0.0
202402,장림 롯데마트,9,2051.9,876.6
202402,장림1동행정복지센터,0,17215.1,3670.4
202402,장림1동행정복지센터,1,12806.0,5039.5
202402,장림1동행정복지센터,2,2647.2,646.9
202402,장림1동행정복지센터,3,6020.7,5488.3
202402,장림1동행정복지센터,4,112.8,32.4
202402,장림1동행정복지센터,9,2440.4,1194.0
202402,장림2동 행정복지센터,0,10750.8,2434.1
202402,장림2동 행정복지센터,1,5966.4,1996.5
202402,장림2동 행정복지센터,2,2595.0,475.4
202402,장림2동 행정복지센터,3,6945.7,6171.5
202402,장림2동 행정복지센터,4,81.8,11.7
202402,장림2동 행정복지센터,9,3069.9,1461.7
202402,장림공원,0,34335.5,6605.6
202402,장림공원,1,24602.1,8473.4
202402,장림공원,2,5284.6,1080.4
202402,장림공원,3,14705.7,13290.0
202402,장림공원,4,198.8,23.5
202402,장림공원,9,6026.0,2530.7
202402,장림생태공원,0,34331.2,5206.6
202402,장림생태공원,1,13677.1,4258.0
202402,장림생태공원,2,3371.9,395.4
202402,장림생태공원,3,3328.7,2707.8
202402,장림생태공원,4,161.0,17.1
202402,장림생태공원,9,4107.1,1529.5
202402,하하센터,0,37131.2,7318.0
202402,하하센터,1,10709.9,2709.5
202402,하하센터,2,14208.0,2704.4
202402,하하센터,3,10168.2,6955.3
202402,하하센터,4,265.2,26.9
202402,하하센터,9,7718.8,2873.9
202402,효림초등학교,0,1809.3,1091.0
202402,효림초등학교,1,1886.7,1420.9
202402,효림초등학교,2,753.7,544.8
202402,효림초등학교,3,2182.8,1976.5
202402,효림초등학교,4,21.6,21.6
202402,효림초등학교,9,709.4,493.0
