STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202402,2374641.1,0,1,227311.9,9.6
202402,2374641.1,0,2,254594.1,10.7
202402,2374641.1,0,4,531306.4,22.4
202402,2374641.1,1,1,91615.0,3.9
202402,2374641.1,1,2,115935.2,4.9
202402,2374641.1,1,4,204262.5,8.6
202402,2374641.1,2,1,78210.7,3.3
202402,2374641.1,2,2,95481.7,4.0
202402,2374641.1,2,4,173398.7,7.3
202402,2374641.1,3,1,153246.8,6.5
202402,2374641.1,3,2,58693.0,2.5
202402,2374641.1,3,4,183455.3,7.7
202402,2374641.1,4,1,2466.9,0.1
202402,2374641.1,4,2,942.7,0.0
202402,2374641.1,4,4,7190.4,0.3
202402,2374641.1,9,1,51679.3,2.2
202402,2374641.1,9,2,51123.8,2.2
202402,2374641.1,9,4,93726.7,3.9
