STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202402,개금3동 주민센터,29,91052.2,23394.3
202402,개금종합사회복지관,29,29644.1,13980.5
202402,개금테마공원,29,273374.8,104339.6
202402,개성고등학교,29,65088.3,29881.1
202402,당감4동 주민센터,29,9894.2,6004.5
202402,당감골목시장,29,49452.8,18948.2
202402,당감사회복지관,29,115216.8,43134.7
202402,당감행복마루센터,29,72354.0,28100.6
202402,백양가족공원,29,35716.8,14317.2
202402,부산진구 동네 청년아루,29,72300.7,28087.6
202402,부산진구 생활문화센터,29,218469.9,89989.7
202402,부산진구 어린이청소년 도서관,29,36321.1,13773.0
202402,부산진구여성가족문화센터,29,72485.9,20775.0
202402,새당감시장,29,115854.8,43146.5
202402,한국신발관,29,165134.3,30133.1
