STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202402,2509742.1,0,1,448232.9,17.9
202402,2509742.1,0,2,205251.2,8.2
202402,2509742.1,0,4,389189.1,15.5
202402,2509742.1,1,1,208549.9,8.3
202402,2509742.1,1,2,127497.5,5.1
202402,2509742.1,1,4,191773.9,7.6
202402,2509742.1,2,1,134982.2,5.4
202402,2509742.1,2,2,75154.5,3.0
202402,2509742.1,2,4,100120.3,4.0
202402,2509742.1,3,1,205102.8,8.2
202402,2509742.1,3,2,77373.4,3.1
202402,2509742.1,3,4,127211.6,5.1
202402,2509742.1,4,1,3078.7,0.1
202402,2509742.1,4,2,663.5,0.0
202402,2509742.1,4,4,2756.2,0.1
202402,2509742.1,9,1,88824.0,3.5
202402,2509742.1,9,2,50742.4,2.0
202402,2509742.1,9,4,73238.0,2.9
