STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202509,2977023,0,1,514353.0,17.3
202509,2977023,0,2,249168.5,8.4
202509,2977023,0,4,449967.0,15.1
202509,2977023,1,1,246914.5,8.3
202509,2977023,1,2,153681.5,5.2
202509,2977023,1,4,213122.0,7.2
202509,2977023,2,1,161458.5,5.4
202509,2977023,2,2,105395.5,3.5
202509,2977023,2,4,127116.5,4.3
202509,2977023,3,1,234374.0,7.9
202509,2977023,3,2,96722.5,3.2
202509,2977023,3,4,142016.0,4.8
202509,2977023,4,1,3167.5,0.1
202509,2977023,4,2,598.5,0.0
202509,2977023,4,4,2821.0,0.1
202509,2977023,9,1,112980.0,3.8
202509,2977023,9,2,72978.5,2.5
202509,2977023,9,4,90188.0,3.0
