STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202509,감전동 행정복지센터,1,4875.5,1214.5
202509,감전동 행정복지센터,2,2212.0,738.5
202509,감전동 행정복지센터,3,1596.0,458.5
202509,감전동 행정복지센터,4,1288.0,427.0
202509,감전동 행정복지센터,5,1190.0,371.0
202509,감전동 행정복지센터,6,1155.0,364.0
202509,감전동 행정복지센터,7,1176.0,444.5
202509,감전동 행정복지센터,8,1400.0,458.5
202509,감전동 행정복지센터,9,1291.5,294.0
202509,감전동 행정복지센터,10,1050.0,339.5
202509,감전시장,1,20762.0,4721.5
202509,감전시장,2,6902.0,2310.0
202509,감전시장,3,3622.5,1267.0
202509,감전시장,4,2884.0,920.5
202509,감전시장,5,2310.0,892.5
202509,감전시장,6,1995.0,801.5
202509,감전시장,7,2033.5,763.0
202509,감전시장,8,1428.0,682.5
202509,감전시장,9,2299.5,910.0
202509,감전시장,10,1645.0,689.5
202509,감전천,2,14.0,7.0
202509,감전천,3,10752.0,808.5
202509,감전천,4,910.0,98.0
202509,감전천,6,4704.0,273.0
202509,감전천,7,73.5,24.5
202509,감전천,8,280.0,112.0
202509,감전천,9,3528.0,273.0
202509,감전천,10,35.0,0.0
202509,괘법동 행정복지세터,1,18151.0,4130.0
202509,괘법동 행정복지세터,2,3787.0,1316.0
202509,괘법동 행정복지세터,3,1921.5,714.0
202509,괘법동 행정복지세터,4,1218.0,490.0
202509,괘법동 행정복지세터,5,1102.5,434.0
202509,괘법동 행정복지세터,6,1092.0,413.0
202509,괘법동 행정복지세터,7,980.0,423.5
202509,괘법동 행정복지세터,8,1232.0,483.0
202509,괘법동 행정복지세터,9,913.5,318.5
202509,괘법동 행정복지세터,10,910.0,297.5
202509,르네시떼,1,91966.0,12411.0
202509,르네시떼,2,31906.0,6093.5
202509,르네시떼,3,14406.0,2964.5
202509,르네시떼,4,7658.0,1697.5
202509,르네시떼,5,4725.0,1225.0
202509,르네시떼,6,2898.0,731.5
202509,르네시떼,7,2499.0,756.0
202509,르네시떼,8,1876.0,549.5
202509,르네시떼,9,1606.5,511.0
202509,르네시떼,10,1365.0,441.0
202509,사상 보건소,1,10927.0,1792.0
202509,사상 보건소,2,6615.0,1232.0
202509,사상 보건소,3,1428.0,325.5
202509,사상 보건소,4,2576.0,605.5
202509,사상 보건소,5,682.5,196.0
202509,사상 보건소,6,1953.0,546.0
202509,사상 보건소,7,588.0,157.5
202509,사상 보건소,8,1932.0,497.0
202509,사상 보건소,9,346.5,126.0
202509,사상 보건소,10,1085.0,276.5
202509,사상근린공원,1,6779.5,1088.5
202509,사상근린공원,2,1932.0,441.0
202509,사상근린공원,3,1165.5,301.0
202509,사상근린공원,4,1120.0,388.5
202509,사상근린공원,5,857.5,266.0
202509,사상근린공원,6,945.0,259.0
202509,사상근린공원,7,539.0,168.0
202509,사상근린공원,8,784.0,266.0
202509,사상근린공원,9,913.5,374.5
202509,사상근린공원,10,770.0,140.0
202509,사상인디스테이션,1,123602.5,21140.0
202509,사상인디스테이션,2,48580.0,14098.0
202509,사상인디스테이션,3,24580.5,7542.5
202509,사상인디스테이션,4,15792.0,5022.5
202509,사상인디스테이션,5,12862.5,4487.0
202509,사상인디스테이션,6,10017.0,3419.5
202509,사상인디스테이션,7,9138.5,3171.0
202509,사상인디스테이션,8,7784.0,2730.0
202509,사상인디스테이션,9,7024.5,2219.0
202509,사상인디스테이션,10,7595.0,2744.0
202509,사상평생학습관,1,4756.5,1218.0
202509,사상평생학습관,2,1883.0,479.5
202509,사상평생학습관,3,1155.0,392.0
202509,사상평생학습관,4,1022.0,430.5
202509,사상평생학습관,5,700.0,182.0
202509,사상평생학습관,6,630.0,136.5
202509,사상평생학습관,7,490.0,182.0
202509,사상평생학습관,8,728.0,294.0
202509,사상평생학습관,9,724.5,199.5
202509,사상평생학습관,10,455.0,192.5
202509,삼락생태공원낙동제방인샘꽃길,2,1372.0,371.0
202509,삼락생태공원낙동제방인샘꽃길,4,238.0,98.0
202509,삼락생태공원낙동제방인샘꽃길,6,84.0,49.0
202509,삼락생태공원낙동제방인샘꽃길,8,56.0,42.0
202509,삼락생태공원낙동제방인샘꽃길,10,175.0,14.0
202509,삼성테스코홈플러스서부산점,1,91966.0,12411.0
202509,삼성테스코홈플러스서부산점,2,31906.0,6093.5
