STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202509,2816051,0,1,236505.5,8.4
202509,2816051,0,2,294707.0,10.5
202509,2816051,0,4,589655.5,20.9
202509,2816051,1,1,103943.0,3.7
202509,2816051,1,2,140535.5,5.0
202509,2816051,1,4,235413.5,8.4
202509,2816051,2,1,114527.0,4.1
202509,2816051,2,2,148897.0,5.3
202509,2816051,2,4,256697.0,9.1
202509,2816051,3,1,168308.0,6.0
202509,2816051,3,2,68701.5,2.4
202509,2816051,3,4,212047.5,7.5
202509,2816051,4,1,3034.5,0.1
202509,2816051,4,2,1022.0,0.0
202509,2816051,4,4,9583.0,0.3
202509,2816051,9,1,54768.0,1.9
202509,2816051,9,2,73524.5,2.6
202509,2816051,9,4,104181.0,3.7
