STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202509,동매누리 작은도서관,30,47316.5,18903.5
202509,동매누리행복센터,30,85984.5,34993.0
202509,동매산둘레길,30,81875.5,34765.5
202509,무지개작은도서관,30,85113.0,36008.0
202509,보림공원,30,85113.0,36008.0
202509,사하구청 제2청사,30,74462.5,20440.0
202509,수풀작은도서관,30,128747.5,48405.0
202509,신남초등학교,30,49168.0,16772.0
202509,신평골목시장,30,52878.0,21759.5
202509,장림 롯데마트,30,10647.0,3304.0
202509,장림1동행정복지센터,30,85113.0,36008.0
202509,장림2동 행정복지센터,30,29893.5,11987.5
202509,장림공원,30,87160.5,33701.5
202509,장림생태공원,30,87696.0,22183.0
202509,하하센터,30,134088.5,36547.0
202509,효림초등학교,30,10097.5,7371.0
