STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202508,2755840,0,1,514050.9,18.7
202508,2755840,0,2,204716.5,7.4
202508,2755840,0,4,429033.5,15.6
202508,2755840,1,1,241677.6,8.8
202508,2755840,1,2,124741.2,4.5
202508,2755840,1,4,211878.9,7.7
202508,2755840,2,1,150958.1,5.5
202508,2755840,2,2,77806.4,2.8
202508,2755840,2,4,113328.8,4.1
202508,2755840,3,1,219435.7,8.0
202508,2755840,3,2,75803.7,2.8
202508,2755840,3,4,134760.8,4.9
202508,2755840,4,1,3406.9,0.1
202508,2755840,4,2,621.7,0.0
202508,2755840,4,4,2601.7,0.1
202508,2755840,9,1,108112.9,3.9
202508,2755840,9,2,57490.1,2.1
202508,2755840,9,4,85414.6,3.1
