STD_YM,fac_name,15min_pop
202508,괘법동 행정복지세터,1718476.5
202508,사상근린공원,1967473.2
202508,르네시떼,2438389.2
202508,감전시장,2329462.6
202508,사상인디스테이션,2474805.4
202508,감전동 행정복지센터,1999233.0
202508,감전천,2061612.1
202508,삼성테스코홈플러스서부산점,2438389.2
202508,삼락생태공원낙동제방인샘꽃길,408448.9
202508,사상평생학습관,1756881.1
202508,이마트 사상점,2438389.2
202508,사상 보건소,1814951.0
202508,애플 아울렛 서부시외버스터미널,2494038.0
202508,새벽시장,2348961.5
202508,창날공원,2165715.1
