STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202508,2532410.7,0,1,241558.5,9.5
202508,2532410.7,0,2,229066.1,9.0
202508,2532410.7,0,4,545777.1,21.6
202508,2532410.7,1,1,104073.7,4.1
202508,2532410.7,1,2,110889.0,4.4
202508,2532410.7,1,4,221107.5,8.7
202508,2532410.7,2,1,115233.1,4.6
202508,2532410.7,2,2,108411.6,4.3
202508,2532410.7,2,4,238959.9,9.4
202508,2532410.7,3,1,171825.5,6.8
202508,2532410.7,3,2,56166.8,2.2
202508,2532410.7,3,4,190192.7,7.5
202508,2532410.7,4,1,2980.6,0.1
202508,2532410.7,4,2,809.8,0.0
202508,2532410.7,4,4,7779.1,0.3
202508,2532410.7,9,1,50985.2,2.0
202508,2532410.7,9,2,49352.4,1.9
202508,2532410.7,9,4,87242.1,3.4
