STD_YM,o_id,d_id,purpose,modal,travl_sec,POP,no
202403,26230510,마라341838,2,0,3290,7.0,17
202403,26230640,마라341838,2,0,2360,17.5,17
202403,26530591,마라341838,2,0,1530,51.5,17
202403,26530670,마라341838,2,0,60,7.0,17
202403,48310390,마라341838,2,0,2630,3.5,17
202403,마라402865,마라341838,2,0,1860,3.5,17
202403,마라403868,마라341838,2,0,1950,7.0,17
202403,26530591,마라341838,2,1,2350,31.7,17
202403,26230640,마라341838,2,9,2840,17.5,17
202403,26530591,마라341838,2,9,2110,4.0,17
202403,마라339838,마라341838,2,9,250,4.0,17
202403,마라402865,마라341838,2,9,2790,7.0,17
202403,마라403868,마라341838,2,9,2460,3.5,17
202403,26140530,마라341838,4,0,770,3.5,17
202403,26230510,마라341838,4,0,2720,3.5,17
202403,26530580,마라341838,4,0,1420,3.8,17
202403,26530660,마라341838,4,0,570,3.5,17
202403,48250340,마라341838,4,0,2540,3.5,17
202403,마라346861,마라341838,4,0,340,4.0,17
202403,마라350852,마라341838,4,0,360,9.0,17
202403,26530660,마라341838,4,1,880,2.7,17
202403,26530670,마라341838,4,1,1150,3.5,17
202403,26530670,마라341838,4,9,3150,3.7,17
202403,마라347861,마라341838,4,9,980,3.5,17
202403,마라350852,마라341838,4,9,1650,3.0,17
202403,11110530,마라342836,1,0,21350,3.9,17
202403,11140540,마라342836,1,0,13640,3.5,17
202403,11140550,마라342836,1,0,14530,3.3,17
202403,11500620,마라342836,1,0,8410,9.3,17
202403,11560515,마라342836,1,0,13230,3.0,17
202403,26110510,마라342836,1,0,3230,88.1,17
202403,26110520,마라342836,1,0,1750,6.6,17
202403,26110530,마라342836,1,0,2770,31.8,17
202403,26110545,마라342836,1,0,1790,21.6,17
202403,26110560,마라342836,1,0,1690,51.1,17
202403,26110570,마라342836,1,0,2510,39.1,17
202403,26110580,마라342836,1,0,2810,172.2,17
202403,26110600,마라342836,1,0,1020,10.2,17
202403,26140530,마라342836,1,0,1660,78.7,17
202403,26140540,마라342836,1,0,1970,27.2,17
202403,26140560,마라342836,1,0,1150,10.4,17
202403,26140570,마라342836,1,0,1910,60.6,17
202403,26140590,마라342836,1,0,1370,6.9,17
202403,26140615,마라342836,1,0,1650,3.4,17
202403,26140640,마라342836,1,0,1530,7.6,17
202403,26140660,마라342836,1,0,3780,14.5,17
202403,26140680,마라342836,1,0,2570,72.9,17
202403,26170510,마라342836,1,0,1860,19.1,17
202403,26170520,마라342836,1,0,1790,87.3,17
202403,26170530,마라342836,1,0,1770,29.4,17
202403,26170550,마라342836,1,0,2990,3.3,17
202403,26170560,마라342836,1,0,2210,20.6,17
202403,26170570,마라342836,1,0,2350,18.4,17
202403,26170600,마라342836,1,0,2060,3.2,17
202403,26170645,마라342836,1,0,5690,6.2,17
202403,26170650,마라342836,1,0,5800,24.5,17
202403,26170660,마라342836,1,0,2590,48.3,17
202403,26170680,마라342836,1,0,2730,18.1,17
202403,26200530,마라342836,1,0,1990,116.5,17
202403,26200540,마라342836,1,0,2020,13.3,17
202403,26200550,마라342836,1,0,2670,7.4,17
202403,26200585,마라342836,1,0,2250,28.8,17
202403,26200590,마라342836,1,0,3060,43.0,17
202403,26200605,마라342836,1,0,2120,3.9,17
202403,26200630,마라342836,1,0,6950,6.1,17
202403,26200640,마라342836,1,0,3110,17.6,17
202403,26200650,마라342836,1,0,3970,46.6,17
202403,26200660,마라342836,1,0,3180,90.7,17
202403,26200670,마라342836,1,0,17160,6.5,17
202403,26230510,마라342836,1,0,2500,86.0,17
202403,26230520,마라342836,1,0,2670,178.8,17
202403,26230540,마라342836,1,0,1020,12.6,17
202403,26230550,마라342836,1,0,2520,54.9,17
202403,26230560,마라342836,1,0,1890,59.7,17
202403,26230570,마라342836,1,0,2460,9.4,17
202403,26230600,마라342836,1,0,5900,31.0,17
202403,26230610,마라342836,1,0,2770,60.3,17
202403,26230640,마라342836,1,0,2490,54.7,17
202403,26230710,마라342836,1,0,3640,69.6,17
202403,26230720,마라342836,1,0,1490,25.2,17
202403,26230740,마라342836,1,0,1010,76.2,17
202403,26230750,마라342836,1,0,840,62.0,17
202403,26230770,마라342836,1,0,2520,36.6,17
202403,26230780,마라342836,1,0,2960,11.9,17
202403,26260510,마라342836,1,0,2690,38.6,17
202403,26260520,마라342836,1,0,1480,2.4,17
202403,26260545,마라342836,1,0,4600,27.7,17
202403,26260550,마라342836,1,0,3140,137.7,17
202403,26260560,마라342836,1,0,3120,13.9,17
202403,26260570,마라342836,1,0,6840,8.6,17
202403,26260580,마라342836,1,0,3260,11.7,17
202403,26260590,마라342836,1,0,2860,40.6,17
202403,26260600,마라342836,1,0,3380,9.6,17
202403,26260740,마라342836,1,0,3730,2.9,17
202403,26260750,마라342836,1,0,6360,7.1,17
202403,26260761,마라342836,1,0,4700,24.9,17
202403,26260762,마라342836,1,0,4020,11.6,17
202403,26290510,마라342836,1,0,2360,14.2,17
202403,26290530,마라342836,1,0,5060,65.8,17
202403,26290550,마라342836,1,0,3250,20.9,17
202403,26290560,마라342836,1,0,3750,18.5,17
202403,26290570,마라342836,1,0,3830,34.2,17
202403,26290580,마라342836,1,0,4930,15.5,17
202403,26290600,마라342836,1,0,3280,3.0,17
202403,26290610,마라342836,1,0,5910,17.0,17
202403,26290620,마라342836,1,0,3650,79.2,17
202403,26290630,마라342836,1,0,1580,3.9,17
202403,26290645,마라342836,1,0,12080,6.6,17
202403,26290680,마라342836,1,0,1780,13.9,17
202403,26290690,마라342836,1,0,7900,18.3,17
202403,26290700,마라342836,1,0,4120,14.1,17
202403,26290710,마라342836,1,0,12950,10.5,17
202403,26320510,마라342836,1,0,1960,57.1,17
202403,26320520,마라342836,1,0,1490,16.2,17
202403,26320521,마라342836,1,0,2490,7.4,17
202403,26320530,마라342836,1,0,2510,46.6,17
202403,26320541,마라342836,1,0,3910,10.2,17
202403,26320542,마라342836,1,0,1070,9.6,17
202403,26320543,마라342836,1,0,2380,56.7,17
202403,26320550,마라342836,1,0,2470,12.2,17
202403,26320560,마라342836,1,0,2750,48.5,17
202403,26320561,마라342836,1,0,3240,3.9,17
202403,26320572,마라342836,1,0,1890,20.7,17
202403,26320573,마라342836,1,0,2680,3.5,17
202403,26350510,마라342836,1,0,4420,45.5,17
202403,26350520,마라342836,1,0,3200,85.4,17
202403,26350525,마라342836,1,0,4180,9.2,17
202403,26350530,마라342836,1,0,3880,16.2,17
202403,26350540,마라342836,1,0,6910,22.3,17
202403,26350551,마라342836,1,0,3300,14.7,17
202403,26350552,마라342836,1,0,3270,5.2,17
202403,26350554,마라342836,1,0,4290,60.3,17
202403,26350560,마라342836,1,0,5720,12.3,17
202403,26350570,마라342836,1,0,2360,6.2,17
202403,26350595,마라342836,1,0,4630,3.6,17
202403,26350650,마라342836,1,0,6340,13.3,17
202403,26350660,마라342836,1,0,3560,14.9,17
202403,26380510,마라342836,1,0,1350,22.1,17
202403,26380520,마라342836,1,0,2120,49.2,17
202403,26380530,마라342836,1,0,3810,32.8,17
202403,26380540,마라342836,1,0,1020,9.5,17
202403,26380550,마라342836,1,0,1590,100.8,17
202403,26380561,마라342836,1,0,1560,87.5,17
202403,26380562,마라342836,1,0,920,328.5,17
202403,26380601,마라342836,1,0,1980,131.2,17
202403,26380602,마라342836,1,0,3840,60.2,17
202403,26380610,마라342836,1,0,2950,57.5,17
202403,26380620,마라342836,1,0,1800,14.1,17
202403,26380630,마라342836,1,0,1370,6.0,17
202403,26410555,마라342836,1,0,2400,3.6,17
