STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202403,동매누리 작은도서관,31,43772.4,18409.5
202403,동매누리행복센터,31,97008.5,40172.8
202403,동매산둘레길,31,95744.8,36832.4
202403,무지개작은도서관,31,48569.4,19955.3
202403,보림공원,31,48569.4,19955.3
202403,사하구청 제2청사,31,45810.7,12727.4
202403,수풀작은도서관,31,121531.2,45040.4
202403,신남초등학교,31,47785.8,17205.7
202403,신평골목시장,31,49818.1,21770.5
202403,장림 롯데마트,31,20993.0,5746.1
202403,장림1동행정복지센터,31,48569.3,19955.3
202403,장림2동 행정복지센터,31,32256.1,13730.8
202403,장림공원,31,92460.6,34709.1
202403,장림생태공원,31,64027.4,14715.5
202403,하하센터,31,91242.4,24387.8
202403,효림초등학교,31,11437.2,8644.9
