STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202403,2665347.7,0,1,249158.2,9.3
202403,2665347.7,0,2,294368.0,11.0
202403,2665347.7,0,4,580883.0,21.8
202403,2665347.7,1,1,101979.1,3.8
202403,2665347.7,1,2,133722.3,5.0
202403,2665347.7,1,4,233185.0,8.7
202403,2665347.7,2,1,89022.6,3.3
202403,2665347.7,2,2,116549.5,4.4
202403,2665347.7,2,4,197203.5,7.4
202403,2665347.7,3,1,164508.1,6.2
202403,2665347.7,3,2,64386.0,2.4
202403,2665347.7,3,4,202318.1,7.6
202403,2665347.7,4,1,2547.0,0.1
202403,2665347.7,4,2,802.1,0.0
202403,2665347.7,4,4,7549.6,0.3
202403,2665347.7,9,1,56435.6,2.1
202403,2665347.7,9,2,64089.4,2.4
202403,2665347.7,9,4,106640.6,4.0
