STD_YM,ori_id,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202403,마라380854,1,0,2.23,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,2.23,6.68,11.15,6.69,4.46,2.34,20.61,27.97,11.59,6.96,13.98,13.68,6.8,0.0
202403,마라380862,1,0,4.03,28.71,45.08,54.54,43.34,20.19,10.04,33.24,18.44,23.82,36.32,63.02,73.54,70.77,122.9,150.04,135.94,237.32,498.04,418.89,435.91,409.08,219.5,63.1
202403,마라381853,1,0,0.0,2.49,0.0,4.62,11.85,0.0,2.28,0.0,2.63,3.5,14.16,2.28,2.72,24.61,10.73,20.31,39.43,59.58,125.12,77.62,61.75,70.65,51.7,10.23
202403,마라381854,1,0,39.32,168.58,119.72,111.06,156.74,128.92,153.86,85.11,95.94,103.76,198.85,352.66,446.15,551.48,583.47,743.84,1119.82,1556.85,1836.3,1745.51,1487.32,1459.41,1187.28,331.98
202403,마라382852,1,0,64.92,124.52,189.89,175.78,179.13,162.21,127.44,104.37,81.34,196.14,293.75,395.32,500.47,557.24,547.51,919.13,1429.7,2056.72,2577.33,2094.65,1815.5,1866.85,1227.58,360.06
202403,마라382857,1,0,26.13,138.61,68.76,105.06,73.17,137.36,218.02,150.66,138.56,140.39,275.31,440.07,571.96,559.18,635.55,876.93,1422.78,1976.6,2068.19,1833.61,1781.22,2010.97,1221.82,385.56
202403,마라382858,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39,7.29,3.79,0.0,4.41,0.0
202403,마라383853,1,0,45.67,135.49,126.45,135.44,137.12,84.17,125.61,131.03,172.95,132.35,284.46,332.4,412.43,429.47,433.8,698.33,993.45,1232.62,1824.1,1397.07,1309.81,1317.59,1063.72,221.19
202403,마라383854,1,0,25.27,95.74,69.79,81.44,46.15,40.22,72.35,64.62,86.38,129.18,158.33,208.41,273.9,364.6,297.53,554.39,598.06,693.94,1070.39,736.58,680.25,806.15,767.11,188.98
202403,마라383857,1,0,26.8,50.5,104.77,85.4,54.04,92.21,82.33,39.82,50.17,73.99,91.27,150.14,251.11,231.21,361.94,405.32,609.65,817.35,1182.83,1044.05,791.31,809.71,637.43,132.23
202403,마라384855,1,0,0.0,3.11,0.0,0.0,0.0,0.0,12.44,4.37,0.0,4.03,3.11,0.0,8.74,12.77,0.0,12.09,4.03,8.4,8.06,6.22,6.22,6.22,4.37,0.0
202403,마라385853,1,0,4.03,0.0,3.62,0.0,10.96,22.77,25.85,7.46,7.8,11.88,0.0,8.33,12.54,11.27,24.0,28.07,13.47,21.03,44.42,51.57,29.61,39.41,78.11,23.27
202403,마라385856,1,0,95.21,424.17,448.06,400.12,350.4,403.62,438.83,311.38,329.38,381.32,792.55,1112.92,1512.94,1403.22,1771.59,2293.58,3257.29,3612.71,4834.45,4269.9,3762.87,3465.69,2500.9,611.78
202403,마라385857,1,0,0.0,0.0,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,6.04,0.0,0.0,0.0,3.02,3.02,0.0,3.11,0.0,6.52,0.0,0.0,0.0,0.0
202403,마라385860,1,0,0.0,8.3,4.15,0.0,0.0,0.0,0.0,11.69,3.77,0.0,3.77,4.15,7.54,4.15,4.08,11.95,27.59,11.35,0.0,20.68,24.55,11.62,11.95,37.69
202403,마라386856,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,3.11,6.22,3.11,21.77,3.11,15.55,0.0,0.0
202403,마라386859,1,0,0.0,4.37,7.87,0.0,3.5,8.0,0.0,7.24,17.72,8.86,30.23,12.25,4.3,3.65,8.44,16.88,29.28,66.61,80.67,64.61,37.24,29.94,69.38,8.74
202403,마라386869,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.0,0.0,4.29,3.92,0.0,16.08,19.4,25.19,27.4,71.93,103.43,34.37,63.37,22.68,7.64
202403,마라387856,1,0,3.2,3.2,7.67,16.83,16.67,29.37,4.47,4.47,3.81,6.85,4.47,26.16,17.84,11.11,8.79,39.64,42.58,21.57,45.47,30.69,48.46,26.81,42.19,16.42
202403,마라387859,1,0,79.27,263.49,201.76,186.28,124.8,196.83,283.41,88.91,143.25,275.13,401.73,588.73,1048.56,1128.71,1299.18,1653.54,2584.44,2915.73,3241.01,3311.98,2637.21,2442.49,1797.21,495.74
202403,마라387860,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,0.0,4.41,0.0,8.82,8.82,8.82,0.0,17.6,30.83,17.48,52.48,0.0
202403,마라387862,1,0,75.27,199.47,174.82,148.61,141.43,190.51,225.47,138.98,184.75,159.1,224.64,600.01,772.97,813.24,936.2,1278.75,1656.57,2069.79,2045.13,2059.67,1511.25,1393.26,1079.41,361.22
202403,마라388856,1,0,241.12,859.34,642.88,640.92,430.89,305.05,501.37,454.61,478.66,710.8,915.94,1512.62,1912.4,1790.44,2398.48,3302.59,4427.65,5905.05,7624.03,6979.14,6447.83,6028.08,5061.41,1320.56
202403,마라389855,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06,21.23,9.06,24.52,24.52,12.26,12.44,0.0
202403,마라389860,1,0,6.96,20.76,31.29,16.88,4.47,12.14,12.96,20.09,8.24,18.36,8.08,20.73,26.24,31.16,63.79,147.79,138.77,168.8,114.79,183.45,156.46,116.13,72.0,44.52
202403,마라389863,1,0,0.0,12.61,22.54,11.23,20.27,163.78,243.07,91.78,69.07,49.26,67.8,115.34,193.1,269.45,326.54,460.19,598.92,812.91,1085.84,1093.95,823.66,769.19,658.45,240.16
202403,마라389864,1,0,3.11,25.41,13.29,14.89,11.11,4.0,11.26,11.97,10.36,8.43,4.03,14.67,8.09,21.64,15.48,60.86,58.06,84.02,175.03,174.96,161.69,97.2,82.3,31.94
202403,마라389867,1,0,38.24,264.06,236.46,228.75,122.32,163.55,319.6,195.47,168.53,325.07,552.24,935.99,1227.98,1171.6,1443.68,2024.12,2906.79,3657.67,5361.44,4512.67,3528.33,3235.93,2258.51,618.63
202403,마라389870,1,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.5,0.0,0.0,8.79,4.29,25.0,17.29,29.87,55.32,8.5,0.0
202403,마라389872,1,0,0.0,2.17,4.34,0.0,4.34,0.0,0.0,0.0,2.17,0.0,2.17,0.0,4.34,0.0,0.0,2.17,6.51,2.17,9.1,18.48,4.48,4.48,4.62,0.0
202403,마라389873,1,0,10.01,53.75,56.84,39.32,43.58,53.19,65.8,53.75,71.62,72.05,149.59,231.53,286.84,313.34,450.19,642.0,846.63,1127.46,1082.59,997.19,770.4,774.0,529.44,179.4
202403,마라389874,1,0,0.0,1.69,0.0,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,1.98,0.0,11.91,34.89,11.18,18.62,29.05,20.67,5.2,13.86,1.82
202403,마라390854,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,4.18,3.71,4.18,0.0,0.0,0.0,0.0,3.71,0.0,0.0,7.42,8.36,35.27,7.89,7.89,15.25,3.65
202403,마라390857,1,0,2.6,6.89,17.11,33.87,39.08,30.66,44.71,33.35,18.99,4.0,31.25,30.12,28.65,21.31,22.6,37.57,84.1,82.09,102.64,114.05,122.45,131.18,141.11,24.58
202403,마라390858,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.9,16.24,4.06,4.0,3.74,7.48,0.0
202403,마라390860,1,0,0.0,0.0,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3.92,7.84,8.74,2.19,3.79,8.37
202403,마라390861,1,0,16.64,91.34,64.88,146.04,64.34,87.81,77.35,67.23,89.89,154.77,152.38,292.28,421.06,474.73,550.2,807.23,1142.56,1214.4,1651.33,1665.2,1466.09,1355.92,1217.24,277.44
202403,마라390864,1,0,44.27,212.25,229.32,197.32,138.78,132.76,133.38,138.79,187.42,216.41,302.14,569.98,598.39,689.48,737.88,1252.83,1733.58,2094.21,2467.49,1904.07,1581.28,1488.61,1177.56,350.93
202403,마라390867,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.26,3.42,0.0,0.0,0.0,10.26,0.0,13.68,0.0
202403,마라390869,1,0,0.0,0.0,0.0,0.0,4.41,0.0,0.0,0.0,0.0,4.04,0.0,8.08,4.04,8.08,4.04,16.16,20.2,12.12,25.24,12.86,25.72,56.22,13.23,4.29
202403,마라390871,1,0,82.96,302.85,264.8,163.29,171.96,162.12,259.13,217.8,188.54,233.33,382.47,688.94,954.11,1038.91,1367.96,1840.17,2419.52,2864.71,3618.61,3252.3,2577.87,2614.24,1842.36,567.23
202403,마라390874,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,7.8,3.9,5.85,0.0,3.9,0.0,0.0,1.95,1.95,3.9,5.85,3.9
202403,마라390879,1,0,0.0,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.24,0.0,0.0,0.0,7.48,3.74,7.48,0.0,3.5,0.0,0.0,0.0
202403,마라391855,1,0,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.69,17.9,18.69,10.74,7.95,4.37,0.0,3.58,8.74,4.37,0.0,0.0
202403,마라391859,1,0,260.01,584.18,397.8,386.89,303.62,302.38,383.57,171.36,262.95,385.61,474.23,860.97,1253.98,1246.29,1523.41,1915.77,2571.98,3667.96,4250.89,3969.08,3462.2,3488.65,2520.55,829.95
202403,마라391861,1,0,0.0,22.65,8.07,0.0,7.27,22.36,16.62,20.21,11.66,2.74,27.66,84.16,95.41,102.42,106.17,201.08,226.94,260.33,394.03,449.93,337.2,341.22,299.1,74.77
202403,마라391864,1,0,0.0,8.16,11.88,7.92,8.6,21.01,13.13,4.41,12.14,25.59,58.23,48.34,48.89,14.8,91.61,71.59,112.64,195.74,193.28,264.14,177.63,197.31,232.11,15.8
