STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202403,개금3동 주민센터,31,93088.5,24016.9
202403,개금종합사회복지관,31,30269.2,14860.0
202403,개금테마공원,31,292659.0,113900.1
202403,개성고등학교,31,74760.8,39262.6
202403,당감4동 주민센터,31,15753.5,10579.1
202403,당감골목시장,31,57336.2,24922.6
202403,당감사회복지관,31,117580.1,42773.5
202403,당감행복마루센터,31,74878.8,29473.4
202403,백양가족공원,31,54199.1,20213.5
202403,부산진구 동네 청년아루,31,74834.1,29469.4
202403,부산진구 생활문화센터,31,238737.7,98434.5
202403,부산진구 어린이청소년 도서관,31,39811.7,14900.5
202403,부산진구여성가족문화센터,31,76604.2,22165.1
202403,새당감시장,31,118191.7,42660.2
202403,한국신발관,31,172995.1,31629.4
