STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202403,2987687,0,1,543250.8,18.2
202403,2987687,0,2,112719.0,3.8
202403,2987687,0,4,325656.3,10.9
202403,2987687,1,1,329640.4,11.0
202403,2987687,1,2,94060.4,3.1
202403,2987687,1,4,197891.1,6.6
202403,2987687,2,1,160567.0,5.4
202403,2987687,2,2,39691.8,1.3
202403,2987687,2,4,79681.1,2.7
202403,2987687,3,1,383561.2,12.8
202403,2987687,3,2,130085.8,4.4
202403,2987687,3,4,223612.6,7.5
202403,2987687,4,1,5143.4,0.2
202403,2987687,4,2,545.8,0.0
202403,2987687,4,4,3243.1,0.1
202403,2987687,9,1,182959.1,6.1
202403,2987687,9,2,58747.8,2.0
202403,2987687,9,4,116630.3,3.9
