STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202512,동매누리 작은도서관,31,39145.0,16240.6
202512,동매누리행복센터,31,77649.4,32642.2
202512,동매산둘레길,31,93513.4,35780.7
202512,무지개작은도서관,31,71451.2,31496.5
202512,보림공원,31,71451.2,31496.5
202512,사하구청 제2청사,31,63043.9,17871.8
202512,수풀작은도서관,31,123644.3,46847.4
202512,신남초등학교,31,61578.3,21200.7
202512,신평골목시장,31,41289.2,17823.7
202512,장림 롯데마트,31,11625.8,3634.8
202512,장림1동행정복지센터,31,71451.2,31496.5
202512,장림2동 행정복지센터,31,31638.9,12569.2
202512,장림공원,31,72667.9,28973.1
202512,장림생태공원,31,87565.4,23791.0
202512,하하센터,31,114172.9,31574.3
202512,효림초등학교,31,11570.8,8141.0
