STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202512,2862126.5,0,1,503668.7,17.6
202512,2862126.5,0,2,233164.1,8.1
202512,2862126.5,0,4,432668.5,15.1
202512,2862126.5,1,1,240579.8,8.4
202512,2862126.5,1,2,143945.3,5.0
202512,2862126.5,1,4,213783.0,7.5
202512,2862126.5,2,1,160747.0,5.6
202512,2862126.5,2,2,90167.4,3.2
202512,2862126.5,2,4,116966.1,4.1
202512,2862126.5,3,1,229614.0,8.0
202512,2862126.5,3,2,91645.8,3.2
202512,2862126.5,3,4,141190.8,4.9
202512,2862126.5,4,1,3011.8,0.1
202512,2862126.5,4,2,649.7,0.0
202512,2862126.5,4,4,2648.3,0.1
202512,2862126.5,9,1,106257.5,3.7
202512,2862126.5,9,2,65311.9,2.3
202512,2862126.5,9,4,86106.8,3.0
