STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202512,감전동 행정복지센터,31,43434.7,11742.8
202512,감전시장,31,97061.1,30627.7
202512,감전천,31,82102.0,6439.5
202512,괘법동 행정복지세터,31,57048.1,19130.9
202512,르네시떼,31,178316.4,34323.0
202512,사상 보건소,31,61934.5,11882.7
202512,사상근린공원,31,35759.1,7739.3
202512,사상인디스테이션,31,373364.6,96477.1
202512,사상평생학습관,31,29789.4,9652.7
202512,삼락생태공원낙동제방인샘꽃길,31,2424.0,538.1
202512,삼성테스코홈플러스서부산점,31,178316.4,34323.0
202512,새벽시장,31,229011.5,46416.6
202512,애플 아울렛 서부시외버스터미널,31,1432319.5,387526.6
202512,이마트 사상점,31,178316.4,34323.0
202512,창날공원,31,53525.3,19418.4
