STD_YM,gID,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202512,마라323767,1,0,7.58,22.87,23.51,25.42,30.04,40.62,86.57,113.21,92.59,35.07,8.38,37.48,35.93,52.69,39.04,39.92,25.07,49.59,57.66,25.52,27.86,33.1,19.0,0.0
202512,마라323772,1,0,6.95,11.5,0.0,0.0,13.73,28.64,15.49,6.59,8.67,5.97,20.82,11.13,16.59,16.2,26.08,17.65,138.79,48.48,29.28,22.7,35.91,42.29,34.5,7.12
202512,마라325764,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.05,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202512,마라325778,1,0,0.0,0.0,0.0,0.0,0.0,3.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,3.99,0.0,0.0,0.0,0.0,0.0
202512,마라326768,1,0,0.0,0.0,0.0,0.0,0.0,5.38,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202512,마라327786,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,3.53,0.0,0.0,0.0,0.0,3.53,0.0,7.06,0.0,23.22,0.0,0.0,0.0,0.0,0.0
202512,마라327789,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,4.16,0.0,0.0,0.0,0.0,3.3,3.08,0.0,3.53,4.06,0.0
202512,마라327791,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,6.97,21.39,7.06,7.18,4.17,3.44,10.08,6.4,6.97,23.56,59.01,51.87,38.27,28.34,159.69,17.1,3.2
202512,마라328769,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,2.44,4.86,12.18,2.43,4.86,0.0,0.0,0.0
202512,마라328790,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,0.0,0.0,16.02,3.61,14.44,29.44,29.61,13.96,46.44,34.18,29.23,65.12,95.44,59.25,54.93,17.61
202512,마라329771,1,0,2.48,24.65,43.87,39.9,59.84,73.87,58.95,107.38,81.33,83.75,157.89,249.59,206.59,247.44,293.8,282.44,323.55,267.98,243.26,209.2,212.9,213.52,163.14,48.63
202512,마라329791,1,0,139.14,516.53,361.89,246.27,211.66,253.99,299.17,245.1,400.83,509.4,811.7,1015.39,1540.34,1758.8,1967.81,2819.22,4096.1,4665.07,5893.25,4646.09,3983.79,3727.92,2756.47,803.09
202512,마라330783,1,0,206.88,494.87,386.17,284.91,217.53,329.98,349.44,452.64,483.32,371.52,697.96,936.43,1464.89,1711.73,1797.67,2668.05,3884.3,4979.47,6154.35,4633.03,4101.92,3608.72,2371.86,680.36
202512,마라330786,1,0,0.0,0.0,0.0,7.0,7.4,24.64,19.0,39.52,24.64,10.65,20.11,13.88,17.77,13.53,23.05,28.44,76.88,44.95,67.09,20.67,29.76,6.88,24.46,3.76
202512,마라330788,1,0,55.57,146.61,118.01,75.11,105.6,134.91,59.4,92.33,109.66,121.58,228.28,264.61,518.98,433.81,508.32,575.65,1147.59,1385.37,1502.01,1238.44,1333.72,1049.14,933.43,235.26
