STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202512,2584820.8,0,1,230332.2,8.9
202512,2584820.8,0,2,266242.0,10.3
202512,2584820.8,0,4,542322.6,21.0
202512,2584820.8,1,1,103583.6,4.0
202512,2584820.8,1,2,125364.2,4.9
202512,2584820.8,1,4,222546.4,8.6
202512,2584820.8,2,1,115148.4,4.5
202512,2584820.8,2,2,121934.0,4.7
202512,2584820.8,2,4,224769.0,8.7
202512,2584820.8,3,1,161945.6,6.3
202512,2584820.8,3,2,63970.1,2.5
202512,2584820.8,3,4,191474.0,7.4
202512,2584820.8,4,1,2792.5,0.1
202512,2584820.8,4,2,985.1,0.0
202512,2584820.8,4,4,7036.7,0.3
202512,2584820.8,9,1,51652.7,2.0
202512,2584820.8,9,2,59800.7,2.3
202512,2584820.8,9,4,92921.0,3.6
