STD_YM,O_gID,D_gID,purpose,modal,travel_time(sec),POP,no
202512,11110530,마라385856,1,0,15090,3.1,9
202512,11140540,마라385856,1,0,11860,4.1,9
202512,11380510,마라385856,1,0,20650,3.6,9
202512,11500603,마라385856,1,0,17600,3.1,9
202512,11500620,마라385856,1,0,7410,15.0,9
202512,11650581,마라385856,1,0,19440,4.1,9
202512,11680750,마라385856,1,0,10400,3.7,9
202512,11710566,마라385856,1,0,28500,3.7,9
202512,26110510,마라385856,1,0,1890,236.0,9
202512,26110520,마라385856,1,0,1520,16.7,9
202512,26110530,마라385856,1,0,2100,25.4,9
202512,26110545,마라385856,1,0,1450,20.0,9
202512,26110560,마라385856,1,0,1780,31.9,9
202512,26110570,마라385856,1,0,2550,18.2,9
202512,26110580,마라385856,1,0,2770,57.9,9
202512,26110590,마라385856,1,0,1460,8.1,9
202512,26110600,마라385856,1,0,4980,4.2,9
202512,26140510,마라385856,1,0,2820,8.0,9
202512,26140530,마라385856,1,0,1700,53.9,9
202512,26140540,마라385856,1,0,1550,31.1,9
202512,26140570,마라385856,1,0,2550,8.3,9
202512,26140590,마라385856,1,0,2730,7.4,9
202512,26140615,마라385856,1,0,3100,21.7,9
202512,26140640,마라385856,1,0,4040,11.1,9
202512,26140660,마라385856,1,0,7790,3.8,9
202512,26140680,마라385856,1,0,3730,105.3,9
202512,26170510,마라385856,1,0,1430,22.5,9
202512,26170520,마라385856,1,0,3320,74.6,9
202512,26170530,마라385856,1,0,3020,72.1,9
202512,26170560,마라385856,1,0,1690,24.1,9
202512,26170570,마라385856,1,0,1170,69.5,9
202512,26170590,마라385856,1,0,1230,8.1,9
202512,26170600,마라385856,1,0,1370,3.8,9
202512,26170645,마라385856,1,0,1420,26.8,9
202512,26170650,마라385856,1,0,2430,18.9,9
202512,26170660,마라385856,1,0,2240,96.4,9
202512,26170680,마라385856,1,0,2200,20.3,9
202512,26200530,마라385856,1,0,2200,38.0,9
202512,26200550,마라385856,1,0,2420,12.6,9
202512,26200585,마라385856,1,0,3910,7.6,9
202512,26200590,마라385856,1,0,2040,8.3,9
202512,26200605,마라385856,1,0,1150,7.1,9
202512,26200630,마라385856,1,0,2590,17.9,9
202512,26200640,마라385856,1,0,3040,26.2,9
202512,26200650,마라385856,1,0,3700,38.8,9
202512,26200660,마라385856,1,0,5750,12.6,9
202512,26200670,마라385856,1,0,2660,25.5,9
202512,26230510,마라385856,1,0,1610,354.4,9
202512,26230520,마라385856,1,0,1070,348.2,9
202512,26230540,마라385856,1,0,3090,18.2,9
202512,26230550,마라385856,1,0,2840,129.7,9
202512,26230560,마라385856,1,0,2420,141.6,9
202512,26230570,마라385856,1,0,4060,18.3,9
202512,26230600,마라385856,1,0,1550,132.9,9
202512,26230610,마라385856,1,0,1370,131.9,9
202512,26230640,마라385856,1,0,690,150.2,9
202512,26230710,마라385856,1,0,2810,476.4,9
202512,26230720,마라385856,1,0,1310,191.5,9
202512,26230740,마라385856,1,0,1690,256.2,9
202512,26230750,마라385856,1,0,330,163.6,9
202512,26230770,마라385856,1,0,3560,37.4,9
202512,26230780,마라385856,1,0,660,86.2,9
202512,26260510,마라385856,1,0,2300,22.5,9
202512,26260545,마라385856,1,0,3080,67.2,9
202512,26260550,마라385856,1,0,3620,64.6,9
202512,26260560,마라385856,1,0,3890,40.3,9
202512,26260570,마라385856,1,0,1900,11.1,9
202512,26260580,마라385856,1,0,2380,27.4,9
202512,26260590,마라385856,1,0,2070,24.7,9
202512,26260600,마라385856,1,0,1680,60.4,9
202512,26260740,마라385856,1,0,2470,33.1,9
202512,26260750,마라385856,1,0,2270,20.7,9
202512,26260761,마라385856,1,0,2430,4.0,9
202512,26290510,마라385856,1,0,3840,18.1,9
202512,26290530,마라385856,1,0,2310,145.1,9
202512,26290540,마라385856,1,0,1590,26.5,9
202512,26290550,마라385856,1,0,2540,66.7,9
202512,26290560,마라385856,1,0,870,7.6,9
202512,26290570,마라385856,1,0,3170,50.1,9
202512,26290580,마라385856,1,0,2710,51.3,9
202512,26290590,마라385856,1,0,3900,18.6,9
202512,26290600,마라385856,1,0,4340,7.0,9
202512,26290610,마라385856,1,0,2520,103.3,9
202512,26290620,마라385856,1,0,3700,20.4,9
202512,26290645,마라385856,1,0,1890,62.2,9
202512,26290690,마라385856,1,0,2810,31.6,9
202512,26290700,마라385856,1,0,920,17.4,9
202512,26290710,마라385856,1,0,1340,23.5,9
202512,26320510,마라385856,1,0,3790,29.2,9
202512,26320520,마라385856,1,0,2880,14.5,9
202512,26320521,마라385856,1,0,1760,15.5,9
202512,26320530,마라385856,1,0,3150,18.3,9
202512,26320541,마라385856,1,0,7250,24.8,9
202512,26320542,마라385856,1,0,2430,28.0,9
202512,26320543,마라385856,1,0,1700,47.0,9
202512,26320550,마라385856,1,0,1760,89.4,9
202512,26320560,마라385856,1,0,4040,72.5,9
202512,26320571,마라385856,1,0,2200,14.1,9
202512,26320572,마라385856,1,0,1640,37.0,9
202512,26350510,마라385856,1,0,4730,66.4,9
202512,26350520,마라385856,1,0,5340,99.5,9
202512,26350525,마라385856,1,0,4080,14.9,9
202512,26350530,마라385856,1,0,4530,64.0,9
202512,26350540,마라385856,1,0,5230,14.4,9
202512,26350551,마라385856,1,0,3250,33.5,9
202512,26350552,마라385856,1,0,4220,7.2,9
202512,26350553,마라385856,1,0,3790,3.2,9
202512,26350554,마라385856,1,0,3780,31.2,9
202512,26350560,마라385856,1,0,4150,57.0,9
202512,26350570,마라385856,1,0,6380,14.5,9
202512,26350580,마라385856,1,0,4540,5.3,9
202512,26350590,마라385856,1,0,1610,12.1,9
202512,26350595,마라385856,1,0,3800,4.0,9
202512,26350610,마라385856,1,0,3760,35.9,9
202512,26350650,마라385856,1,0,3170,22.2,9
202512,26350660,마라385856,1,0,4350,4.0,9
202512,26380510,마라385856,1,0,4290,8.0,9
202512,26380520,마라385856,1,0,1120,4.1,9
202512,26380530,마라385856,1,0,2510,33.8,9
202512,26380540,마라385856,1,0,14180,3.5,9
202512,26380550,마라385856,1,0,2220,14.6,9
202512,26380561,마라385856,1,0,3020,24.2,9
202512,26380562,마라385856,1,0,1900,65.8,9
202512,26380601,마라385856,1,0,3560,111.7,9
202512,26380602,마라385856,1,0,4460,59.5,9
202512,26380610,마라385856,1,0,1160,11.9,9
202512,26380620,마라385856,1,0,2200,31.5,9
202512,26410510,마라385856,1,0,4640,7.2,9
202512,26410530,마라385856,1,0,2520,6.5,9
202512,26410555,마라385856,1,0,1960,29.6,9
202512,26410580,마라385856,1,0,1950,3.1,9
202512,26410590,마라385856,1,0,3610,26.9,9
202512,26410600,마라385856,1,0,3070,21.7,9
