STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202512,개금3동 주민센터,31,86141.8,22637.3
202512,개금종합사회복지관,31,28823.5,14646.0
202512,개금테마공원,31,379278.9,135924.9
202512,개성고등학교,31,73403.2,41990.7
202512,당감4동 주민센터,31,7014.3,5657.1
202512,당감골목시장,31,61557.0,23583.1
202512,당감사회복지관,31,119998.6,46987.4
202512,당감행복마루센터,31,85150.6,35262.9
202512,백양가족공원,31,45813.6,19351.7
202512,부산진구 동네 청년아루,31,84896.3,35139.7
202512,부산진구 생활문화센터,31,248296.0,107591.7
202512,부산진구 어린이청소년 도서관,31,42964.5,17550.6
202512,부산진구여성가족문화센터,31,75859.7,21641.1
202512,새당감시장,31,121580.1,47213.9
202512,한국신발관,31,122832.2,21519.2
