STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202511,2922545.5,0,1,525570.5,18.0
202511,2922545.5,0,2,233625.0,8.0
202511,2922545.5,0,4,452644.5,15.5
202511,2922545.5,1,1,241181.5,8.3
202511,2922545.5,1,2,139345.5,4.8
202511,2922545.5,1,4,214196.5,7.3
202511,2922545.5,2,1,161371.0,5.5
202511,2922545.5,2,2,98507.5,3.4
202511,2922545.5,2,4,120704.5,4.1
202511,2922545.5,3,1,235781.0,8.1
202511,2922545.5,3,2,89946.5,3.1
202511,2922545.5,3,4,141963.5,4.9
202511,2922545.5,4,1,3689.0,0.1
202511,2922545.5,4,2,602.0,0.0
202511,2922545.5,4,4,2950.5,0.1
202511,2922545.5,9,1,108220.0,3.7
202511,2922545.5,9,2,64683.5,2.2
202511,2922545.5,9,4,87563.0,3.0
