STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202511,감전동 행정복지센터,30,45185.0,11438.0
202511,감전시장,30,98703.5,30278.5
202511,감전천,30,79597.0,6342.0
202511,괘법동 행정복지세터,30,57260.0,18602.5
202511,르네시떼,30,197333.5,36781.5
202511,사상 보건소,30,64298.5,11847.5
202511,사상근린공원,30,36886.5,8053.5
202511,사상인디스테이션,30,416045.0,104723.5
202511,사상평생학습관,30,30299.5,9362.5
202511,삼락생태공원낙동제방인샘꽃길,29,2618.0,672.0
202511,삼성테스코홈플러스서부산점,30,197333.5,36781.5
202511,새벽시장,30,236841.5,46592.0
202511,애플 아울렛 서부시외버스터미널,30,1607336.5,417263.0
202511,이마트 사상점,30,197333.5,36781.5
202511,창날공원,30,50463.0,18084.5
