STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202511,개금3동 주민센터,30,83366.5,20797.0
202511,개금종합사회복지관,30,27300.0,13576.5
202511,개금테마공원,30,360101.0,127071.0
202511,개성고등학교,30,83118.0,44037.0
202511,당감4동 주민센터,30,5404.0,4914.0
202511,당감골목시장,30,60326.0,22515.5
202511,당감사회복지관,30,117666.5,44446.5
202511,당감행복마루센터,30,82176.5,33596.5
202511,백양가족공원,30,43774.5,18364.5
202511,부산진구 동네 청년아루,30,81949.0,33495.0
202511,부산진구 생활문화센터,30,257981.5,108937.5
202511,부산진구 어린이청소년 도서관,30,43631.0,17265.5
202511,부산진구여성가족문화센터,30,74473.0,20835.5
202511,새당감시장,30,118398.0,44208.5
202511,한국신발관,30,120354.5,20506.5
