STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202511,3340683.5,0,1,599550.0,17.9
202511,3340683.5,0,2,107033.5,3.2
202511,3340683.5,0,4,351862.0,10.5
202511,3340683.5,1,1,382994.5,11.5
202511,3340683.5,1,2,101220.0,3.0
202511,3340683.5,1,4,236911.5,7.1
202511,3340683.5,2,1,171808.0,5.1
202511,3340683.5,2,2,42882.0,1.3
202511,3340683.5,2,4,89071.5,2.7
202511,3340683.5,3,1,433709.5,13.0
202511,3340683.5,3,2,137886.0,4.1
202511,3340683.5,3,4,257096.0,7.7
202511,3340683.5,4,1,5936.0,0.2
202511,3340683.5,4,2,658.0,0.0
202511,3340683.5,4,4,3150.0,0.1
202511,3340683.5,9,1,215628.0,6.5
202511,3340683.5,9,2,65674.0,2.0
202511,3340683.5,9,4,137613.0,4.1
