STD_YM,fac_name,visit_cnt,total_visit_cnt,life_visit_cnt
202503,감전동 행정복지센터,1,4420.6,1213.5
202503,감전동 행정복지센터,2,1988.5,680.1
202503,감전동 행정복지센터,3,1637.6,599.9
202503,감전동 행정복지센터,4,1486.6,491.9
202503,감전동 행정복지센터,5,1243.4,449.3
202503,감전동 행정복지센터,6,1063.7,320.3
202503,감전동 행정복지센터,7,1060.5,400.0
202503,감전동 행정복지센터,8,1087.1,305.1
202503,감전동 행정복지센터,9,1294.0,401.8
202503,감전동 행정복지센터,10,1205.2,362.6
202503,감전시장,1,16528.0,4104.5
202503,감전시장,2,5381.2,1773.6
202503,감전시장,3,3035.6,1057.5
202503,감전시장,4,2300.5,746.8
202503,감전시장,5,2086.9,630.2
202503,감전시장,6,1749.8,586.6
202503,감전시장,7,1860.8,754.3
202503,감전시장,8,1697.3,464.6
202503,감전시장,9,1744.4,655.0
202503,감전시장,10,1236.9,543.1
202503,감전천,2,41.6,0.0
202503,감전천,3,10677.7,653.7
202503,감전천,4,691.2,69.8
202503,감전천,6,5604.3,545.5
202503,감전천,7,117.5,48.5
202503,감전천,8,298.9,42.3
202503,감전천,9,3832.5,336.1
202503,감전천,10,37.5,0.0
202503,괘법동 행정복지세터,1,15560.2,3286.0
202503,괘법동 행정복지세터,2,3298.9,1127.3
202503,괘법동 행정복지세터,3,1571.0,528.5
202503,괘법동 행정복지세터,4,1034.3,470.1
202503,괘법동 행정복지세터,5,1054.6,526.3
202503,괘법동 행정복지세터,6,854.7,395.7
202503,괘법동 행정복지세터,7,862.2,429.7
202503,괘법동 행정복지세터,8,840.3,409.8
202503,괘법동 행정복지세터,9,496.3,157.3
202503,괘법동 행정복지세터,10,934.4,473.0
202503,르네시떼,1,95343.1,12786.2
202503,르네시떼,2,35973.6,6880.8
202503,르네시떼,3,15985.3,3496.0
202503,르네시떼,4,8996.6,2228.4
202503,르네시떼,5,5573.3,1420.7
202503,르네시떼,6,3630.8,1066.8
202503,르네시떼,7,1965.8,608.7
202503,르네시떼,8,1949.3,647.0
202503,르네시떼,9,1858.4,473.9
202503,르네시떼,10,1893.5,652.0
202503,사상 보건소,1,10956.1,1802.4
202503,사상 보건소,2,7105.8,1515.7
202503,사상 보건소,3,1605.4,329.4
202503,사상 보건소,4,2803.8,674.1
202503,사상 보건소,5,961.9,229.7
202503,사상 보건소,6,1470.6,378.2
202503,사상 보건소,7,941.9,251.4
202503,사상 보건소,8,1760.5,387.5
202503,사상 보건소,9,752.3,182.0
202503,사상 보건소,10,1283.4,310.3
202503,사상근린공원,1,8298.8,1229.3
202503,사상근린공원,2,2045.5,509.6
202503,사상근린공원,3,1370.0,445.7
202503,사상근린공원,4,1077.2,311.9
202503,사상근린공원,5,720.1,266.2
202503,사상근린공원,6,671.5,182.3
202503,사상근린공원,7,811.6,282.8
202503,사상근린공원,8,924.3,311.9
202503,사상근린공원,9,682.7,134.2
202503,사상근린공원,10,881.5,377.4
202503,사상인디스테이션,1,108560.0,20182.2
202503,사상인디스테이션,2,42040.9,12937.3
202503,사상인디스테이션,3,23766.4,7940.6
202503,사상인디스테이션,4,16699.3,5642.3
202503,사상인디스테이션,5,13516.5,4971.3
202503,사상인디스테이션,6,10683.6,3798.2
202503,사상인디스테이션,7,8854.8,3365.2
202503,사상인디스테이션,8,7672.9,2928.0
202503,사상인디스테이션,9,7532.8,2555.5
202503,사상인디스테이션,10,7638.8,2575.4
202503,사상평생학습관,1,4875.2,1400.9
202503,사상평생학습관,2,1886.1,683.1
202503,사상평생학습관,3,1248.7,447.4
202503,사상평생학습관,4,1067.8,321.7
202503,사상평생학습관,5,614.0,270.0
202503,사상평생학습관,6,625.0,286.7
202503,사상평생학습관,7,633.9,266.7
202503,사상평생학습관,8,729.2,282.4
202503,사상평생학습관,9,870.0,412.5
202503,사상평생학습관,10,898.0,341.9
202503,삼락생태공원낙동제방인샘꽃길,2,1627.1,421.0
202503,삼락생태공원낙동제방인샘꽃길,4,199.3,95.0
202503,삼락생태공원낙동제방인샘꽃길,6,127.1,45.7
202503,삼락생태공원낙동제방인샘꽃길,8,46.8,11.7
202503,삼락생태공원낙동제방인샘꽃길,10,42.9,42.9
202503,삼성테스코홈플러스서부산점,1,95343.1,12786.2
202503,삼성테스코홈플러스서부산점,2,35973.6,6880.8
202503,삼성테스코홈플러스서부산점,3,15985.3,3496.0
202503,삼성테스코홈플러스서부산점,4,8996.6,2228.4
202503,삼성테스코홈플러스서부산점,5,5573.3,1420.7
202503,삼성테스코홈플러스서부산점,6,3630.8,1066.8
202503,삼성테스코홈플러스서부산점,7,1965.8,608.7
202503,삼성테스코홈플러스서부산점,8,1949.3,647.0
202503,삼성테스코홈플러스서부산점,9,1858.4,473.9
202503,삼성테스코홈플러스서부산점,10,1893.5,652.0
202503,새벽시장,1,6049.3,1719.5
202503,새벽시장,2,2138.6,756.9
202503,새벽시장,3,1511.8,631.6
202503,새벽시장,4,21854.7,3098.0
202503,새벽시장,5,2067.0,940.1
202503,새벽시장,6,1277.9,469.9
202503,새벽시장,7,1230.8,578.2
202503,새벽시장,8,6358.9,1215.9
202503,새벽시장,9,1405.0,448.9
202503,새벽시장,10,841.0,464.8
202503,애플 아울렛 서부시외버스터미널,1,20747.2,2470.9
202503,애플 아울렛 서부시외버스터미널,2,136918.5,20798.1
202503,애플 아울렛 서부시외버스터미널,3,14691.3,5199.1
202503,애플 아울렛 서부시외버스터미널,4,300020.4,41353.4
202503,애플 아울렛 서부시외버스터미널,5,22128.3,7331.7
202503,애플 아울렛 서부시외버스터미널,6,88220.3,29041.6
202503,애플 아울렛 서부시외버스터미널,7,10692.2,3938.6
202503,애플 아울렛 서부시외버스터미널,8,96355.5,26528.1
202503,애플 아울렛 서부시외버스터미널,9,13190.7,4568.3
202503,애플 아울렛 서부시외버스터미널,10,43449.0,15036.7
202503,이마트 사상점,1,95343.1,12786.2
202503,이마트 사상점,2,35973.6,6880.8
202503,이마트 사상점,3,15985.3,3496.0
202503,이마트 사상점,4,8996.6,2228.4
202503,이마트 사상점,5,5573.3,1420.7
202503,이마트 사상점,6,3630.8,1066.8
202503,이마트 사상점,7,1965.8,608.7
202503,이마트 사상점,8,1949.3,647.0
202503,이마트 사상점,9,1858.4,473.9
202503,이마트 사상점,10,1893.5,652.0
202503,창날공원,1,7120.8,1986.8
202503,창날공원,2,1659.9,642.6
202503,창날공원,3,1064.2,363.6
202503,창날공원,4,770.7,353.8
202503,창날공원,5,833.0,329.5
202503,창날공원,6,652.6,243.2
202503,창날공원,7,636.2,253.1
202503,창날공원,8,689.7,316.1
202503,창날공원,9,515.3,275.5
202503,창날공원,10,736.2,269.9
