STD_YM,gid,purpose,weekday,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23
202503,마라337841,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.0,0.0,0.0
202503,마라337842,1,0,0.0,13.14,3.5,43.82,24.81,17.52,38.97,41.81,26.75,35.36,59.69,30.65,70.38,101.34,114.85,143.38,93.02,64.25,22.31,6.46,5.1,6.21,0.0,5.1
202503,마라338837,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71,0.0,3.71,3.71,7.42,3.71,0.0,3.71,0.0,0.0,0.0,0.0,0.0,0.0
202503,마라339838,1,0,24.17,113.92,92.0,61.03,73.03,112.81,219.04,182.55,149.53,158.7,117.47,170.17,233.97,185.45,242.37,272.7,429.9,423.13,380.42,283.46,274.18,209.47,149.83,60.46
202503,마라339839,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,7.48,7.48,3.74,18.7,7.48,29.92,3.74,0.0,33.66,11.22,0.0,0.0
202503,마라340842,1,0,0.0,0.0,3.28,0.0,0.0,6.56,0.0,13.12,3.67,6.06,0.0,0.0,3.03,0.0,0.0,0.0,6.06,3.03,3.28,0.0,0.0,0.0,0.0,0.0
202503,마라340846,1,0,7.01,13.2,23.81,14.55,7.93,65.28,55.86,225.47,117.47,39.35,111.31,78.9,121.83,129.03,111.26,174.61,164.66,116.08,132.8,109.51,48.84,48.36,40.18,8.86
202503,마라341844,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202503,마라341846,1,0,0.0,3.93,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,3.36,0.0,6.72,0.0,3.36,0.0,6.86,0.0,0.0,0.0,0.0,0.0,0.0
202503,마라341850,1,0,0.0,3.05,0.0,0.0,3.05,5.59,9.12,0.0,9.72,9.72,6.18,0.0,0.0,3.49,7.5,0.0,3.49,13.16,5.5,0.0,0.0,0.0,0.0,0.0
202503,마라342836,1,0,37.53,179.47,204.07,163.72,153.16,147.27,169.46,100.34,151.18,259.0,435.87,768.08,1098.15,929.44,1175.75,1855.36,2320.22,2997.15,3016.06,2266.18,1882.04,1641.5,1293.09,327.99
202503,마라342839,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54,12.81,64.05,0.0,0.0,0.0
202503,마라342854,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,0.0,0.0,10.47,6.98,0.0,0.0,0.0,0.0,3.49,0.0,0.0
202503,마라342856,1,0,11.87,60.95,64.97,63.77,28.55,36.55,52.97,46.02,34.63,49.93,92.67,213.31,203.92,285.26,221.17,397.02,501.37,622.14,647.52,606.0,516.93,293.65,289.28,58.92
202503,마라343849,1,0,35.69,246.47,13.24,42.91,41.58,70.81,90.15,184.92,88.47,95.99,66.94,47.06,65.32,41.39,49.29,128.0,106.34,104.64,92.69,184.22,75.47,77.13,44.25,13.75
202503,마라344849,1,0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.52,13.41,9.96,0.0
202503,마라344867,1,0,10.91,35.91,40.22,17.84,27.65,37.25,23.66,5.51,22.21,17.84,33.13,42.37,77.9,56.39,86.61,132.39,160.73,255.76,224.01,280.56,325.68,247.88,151.6,32.43
202503,마라345851,1,0,29.3,41.87,55.72,41.97,61.98,42.09,44.75,187.4,155.48,92.9,125.45,140.91,146.67,167.8,167.84,201.66,351.1,502.33,425.63,510.16,270.74,185.28,163.04,32.37
202503,마라345859,1,0,0.0,0.0,2.73,0.0,12.69,24.94,0.0,19.09,6.44,0.0,0.0,0.0,4.23,0.0,5.46,2.73,16.92,9.69,0.0,0.0,0.0,0.0,0.0,11.19
202503,마라345862,1,0,0.0,0.0,2.02,0.0,0.0,0.0,4.48,0.0,0.0,2.24,6.68,2.24,5.62,20.2,13.56,0.0,13.04,7.09,10.06,13.7,9.16,9.89,7.19,3.57
202503,마라345863,1,0,0.0,0.0,0.0,4.13,0.0,15.29,15.29,15.7,7.44,7.85,0.0,3.72,4.13,4.13,4.13,8.26,4.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202503,마라345864,1,0,0.0,3.5,0.0,4.38,3.65,8.14,6.89,14.91,8.02,25.89,12.63,7.82,13.83,10.49,4.01,8.34,13.67,29.81,4.38,0.0,10.19,7.04,7.07,2.57
202503,마라346852,1,0,10.2,86.38,149.97,113.87,125.2,81.07,56.41,13.7,45.89,83.27,101.95,142.51,157.49,216.91,239.19,417.81,486.09,525.19,620.51,527.62,402.18,270.53,272.07,27.36
202503,마라346853,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,0.0,0.0,0.0,11.76,5.88,5.88,0.0,23.52,8.82,11.7,6.28,45.84,9.22,9.22,3.9
202503,마라346861,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,4.04,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202503,마라346864,1,0,48.62,129.93,131.92,97.68,148.29,190.79,138.72,128.36,161.18,182.58,271.53,284.31,360.63,389.59,410.74,627.7,730.79,973.81,1328.76,1044.75,1130.25,745.4,715.46,163.5
202503,마라346866,1,0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.57,8.3,4.15,8.63,7.64,11.96,8.3,4.15,28.46,21.74,48.08,18.21,7.32,7.23
202503,마라346868,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,15.0,0.0,12.58,6.79,7.54,11.83,0.0,0.0,1.94,4.29,1.94,0.0
202503,마라346870,1,0,49.32,266.27,308.45,148.95,93.19,104.61,138.07,195.47,118.7,205.05,340.71,831.73,907.1,800.36,906.68,1362.86,1991.92,2606.62,3071.53,2214.66,1926.08,1716.06,1326.94,276.95
202503,마라347854,1,0,24.9,36.61,56.89,42.62,48.06,41.04,33.51,35.87,35.28,19.63,65.11,139.04,123.14,139.06,170.75,232.0,397.6,626.07,655.05,507.56,397.2,351.68,269.82,137.46
