STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202503,2844891.4,0,1,515811.7,18.1
202503,2844891.4,0,2,224189.1,7.9
202503,2844891.4,0,4,431530.2,15.2
202503,2844891.4,1,1,242626.6,8.5
202503,2844891.4,1,2,142318.6,5.0
202503,2844891.4,1,4,212672.3,7.5
202503,2844891.4,2,1,160194.2,5.6
202503,2844891.4,2,2,92571.8,3.3
202503,2844891.4,2,4,116512.3,4.1
202503,2844891.4,3,1,228440.8,8.0
202503,2844891.4,3,2,87122.1,3.1
202503,2844891.4,3,4,139164.4,4.9
202503,2844891.4,4,1,3433.9,0.1
202503,2844891.4,4,2,609.8,0.0
202503,2844891.4,4,4,2768.1,0.1
202503,2844891.4,9,1,101630.1,3.6
202503,2844891.4,9,2,60852.3,2.1
202503,2844891.4,9,4,82443.1,2.9
