STD_YM,fac_name,modal,visit_cnt,life_visit_cnt
202503,동매누리 작은도서관,0,12123.8,2368.6
202503,동매누리 작은도서관,1,10311.8,3470.9
202503,동매누리 작은도서관,2,6875.2,1066.9
202503,동매누리 작은도서관,3,12403.3,10661.4
202503,동매누리 작은도서관,4,84.0,5.9
202503,동매누리 작은도서관,9,3608.7,1474.9
202503,동매누리행복센터,0,22441.7,4210.4
202503,동매누리행복센터,1,18431.2,6288.4
202503,동매누리행복센터,2,11411.7,1836.7
202503,동매누리행복센터,3,20592.4,17962.1
202503,동매누리행복센터,4,186.5,31.4
202503,동매누리행복센터,9,6521.3,2802.2
202503,동매산둘레길,0,25578.8,6555.6
202503,동매산둘레길,1,16822.3,6773.2
202503,동매산둘레길,2,6349.4,1764.9
202503,동매산둘레길,3,15940.3,12788.5
202503,동매산둘레길,4,142.4,18.1
202503,동매산둘레길,9,6979.5,3658.2
202503,무지개작은도서관,0,31064.0,6742.9
202503,무지개작은도서관,1,18268.4,8118.9
202503,무지개작은도서관,2,5148.9,1324.9
202503,무지개작은도서관,3,14219.5,13141.1
202503,무지개작은도서관,4,161.7,35.9
202503,무지개작은도서관,9,6591.1,3518.8
202503,보림공원,0,31064.0,6742.9
202503,보림공원,1,18268.4,8118.9
202503,보림공원,2,5148.9,1324.9
202503,보림공원,3,14219.5,13141.1
202503,보림공원,4,161.7,35.9
202503,보림공원,9,6591.1,3518.8
202503,사하구청 제2청사,0,28487.2,5252.7
202503,사하구청 제2청사,1,9764.6,2651.0
202503,사하구청 제2청사,2,15365.5,2927.4
202503,사하구청 제2청사,3,10077.7,6473.9
202503,사하구청 제2청사,4,177.2,17.7
202503,사하구청 제2청사,9,7396.7,2645.0
202503,수풀작은도서관,0,42768.2,8179.1
202503,수풀작은도서관,1,32254.2,10697.2
202503,수풀작은도서관,2,18426.7,4367.5
202503,수풀작은도서관,3,25602.4,22142.0
202503,수풀작은도서관,4,337.6,45.0
202503,수풀작은도서관,9,9162.4,3892.5
202503,신남초등학교,0,20704.4,4527.6
202503,신남초등학교,1,8724.3,2417.9
202503,신남초등학교,2,6254.6,1459.8
202503,신남초등학교,3,9056.9,6799.4
202503,신남초등학교,4,130.1,22.3
202503,신남초등학교,9,4642.5,2097.2
202503,신평골목시장,0,13779.1,2775.6
202503,신평골목시장,1,11023.6,3683.8
202503,신평골목시장,2,7628.8,1195.7
202503,신평골목시장,3,14620.0,12698.8
202503,신평골목시장,4,94.9,5.9
202503,신평골목시장,9,4169.6,1701.7
202503,장림 롯데마트,0,5258.5,863.4
202503,장림 롯데마트,1,2346.4,784.2
202503,장림 롯데마트,2,576.1,103.1
202503,장림 롯데마트,3,1295.7,1073.6
202503,장림 롯데마트,4,16.1,2.4
202503,장림 롯데마트,9,1111.9,437.8
202503,장림1동행정복지센터,0,31064.0,6742.9
202503,장림1동행정복지센터,1,18268.4,8118.9
202503,장림1동행정복지센터,2,5148.9,1324.9
202503,장림1동행정복지센터,3,14219.5,13141.1
202503,장림1동행정복지센터,4,161.7,35.9
202503,장림1동행정복지센터,9,6591.1,3518.8
202503,장림2동 행정복지센터,0,11775.7,2563.9
202503,장림2동 행정복지센터,1,6249.2,2109.7
202503,장림2동 행정복지센터,2,3179.1,638.4
202503,장림2동 행정복지센터,3,7189.6,6356.7
202503,장림2동 행정복지센터,4,61.6,4.1
202503,장림2동 행정복지센터,9,3181.4,1715.5
202503,장림공원,0,31636.9,5979.1
202503,장림공원,1,22167.6,8480.2
202503,장림공원,2,4701.6,952.7
202503,장림공원,3,15501.7,14133.0
202503,장림공원,4,145.2,6.4
202503,장림공원,9,6330.4,2846.6
202503,장림생태공원,0,49406.9,6613.6
202503,장림생태공원,1,16175.3,6021.1
202503,장림생태공원,2,4308.0,530.6
202503,장림생태공원,3,4329.7,3613.5
202503,장림생태공원,4,215.6,24.4
202503,장림생태공원,9,5809.7,2288.3
202503,하하센터,0,56855.8,9920.5
202503,하하센터,1,19089.0,5417.9
202503,하하센터,2,25789.6,4741.0
202503,하하센터,3,17720.0,11651.1
202503,하하센터,4,489.2,21.2
202503,하하센터,9,12791.2,4556.8
202503,효림초등학교,0,2156.9,1222.1
202503,효림초등학교,1,2761.5,2117.0
202503,효림초등학교,2,1704.0,1260.3
202503,효림초등학교,3,3098.8,2879.0
202503,효림초등학교,4,15.0,9.0
202503,효림초등학교,9,1396.8,1120.3
