STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202503,3171903.5,0,1,564206.8,17.8
202503,3171903.5,0,2,104291.2,3.3
202503,3171903.5,0,4,329258.3,10.4
202503,3171903.5,1,1,369111.1,11.6
202503,3171903.5,1,2,96260.5,3.0
202503,3171903.5,1,4,224028.9,7.1
202503,3171903.5,2,1,164609.3,5.2
202503,3171903.5,2,2,42216.1,1.3
202503,3171903.5,2,4,81698.4,2.6
202503,3171903.5,3,1,423511.7,13.4
202503,3171903.5,3,2,134498.3,4.2
202503,3171903.5,3,4,244973.0,7.7
202503,3171903.5,4,1,5482.8,0.2
202503,3171903.5,4,2,528.6,0.0
202503,3171903.5,4,4,3455.1,0.1
202503,3171903.5,9,1,200416.4,6.3
202503,3171903.5,9,2,59863.2,1.9
202503,3171903.5,9,4,123493.8,3.9
