STD_YM,region_pop,modal,purpose,modal_pop,modal_ratio
202503,2664782.2,0,1,253855.8,9.5
202503,2664782.2,0,2,269078.1,10.1
202503,2664782.2,0,4,567492.8,21.3
202503,2664782.2,1,1,114638.3,4.3
202503,2664782.2,1,2,128588.1,4.8
202503,2664782.2,1,4,239003.5,9.0
202503,2664782.2,2,1,101804.8,3.8
202503,2664782.2,2,2,114155.7,4.3
202503,2664782.2,2,4,219960.5,8.3
202503,2664782.2,3,1,175467.7,6.6
202503,2664782.2,3,2,59792.2,2.2
202503,2664782.2,3,4,205537.1,7.7
202503,2664782.2,4,1,2890.5,0.1
202503,2664782.2,4,2,973.6,0.0
202503,2664782.2,4,4,7703.8,0.3
202503,2664782.2,9,1,53164.0,2.0
202503,2664782.2,9,2,58529.8,2.2
202503,2664782.2,9,4,92145.9,3.5
