STD_YM,fac_name,fac_opr_date,visit_cnt,life_visit_cnt
202503,감전동 행정복지센터,31,37785.3,10762.2
202503,감전시장,31,79975.1,25525.2
202503,감전천,31,160669.6,13235.9
202503,괘법동 행정복지세터,31,57687.7,21873.9
202503,르네시떼,31,217962.5,42114.6
202503,사상 보건소,31,59942.6,11773.9
202503,사상근린공원,31,33745.3,7935.1
202503,사상인디스테이션,31,378868.2,109181.6
202503,사상평생학습관,31,30231.2,10139.6
202503,삼락생태공원낙동제방인샘꽃길,31,2315.6,649.8
202503,삼성테스코홈플러스서부산점,31,217962.5,42114.6
202503,새벽시장,31,176008.3,35285.9
202503,애플 아울렛 서부시외버스터미널,31,1652421.0,481168.2
202503,이마트 사상점,31,217962.5,42114.6
202503,창날공원,31,29953.4,11608.1
